,phi0,phi2,Phi0,Phi2,phi_ref
4133,8.947437165909635e-09,-5.188119016752899e-15,8.9474267896716e-09,-5.188119016752899e-15,9.23442503841713e-09
4134,8.945624223161943e-09,-5.185744915249668e-15,8.945613851672112e-09,-5.185744915249668e-15,9.232640788423075e-09
4135,8.944072966723802e-09,-5.183233262597782e-15,8.944062600257277e-09,-5.183233262597782e-15,9.230856288963408e-09
4136,8.942006243889257e-09,-5.180728869598481e-15,8.941995882431518e-09,-5.180728869598481e-15,9.22907154049029e-09
4137,8.940191840209585e-09,-5.178103815517465e-15,8.940181484001954e-09,-5.178103815517465e-15,9.227286543455608e-09
4138,8.938640134049746e-09,-5.175776614865527e-15,8.938629782496517e-09,-5.175776614865527e-15,9.225501298310842e-09
4139,8.936573045028953e-09,-5.173271056037989e-15,8.93656269848684e-09,-5.173271056037989e-15,9.223715805507316e-09
4140,8.935017607805474e-09,-5.170751873764053e-15,8.935007266301727e-09,-5.170751873764053e-15,9.221930065496117e-09
4141,8.932952083721674e-09,-5.1681536990842945e-15,8.932941747414275e-09,-5.1681536990842945e-15,9.220144078727996e-09
4142,8.93113812926953e-09,-5.165775555657101e-15,8.931127797718418e-09,-5.165775555657101e-15,9.218357845653572e-09
4143,8.929511681266266e-09,-5.163162415407442e-15,8.929501354941435e-09,-5.163162415407442e-15,9.216498088810805e-09
4144,8.927356008460066e-09,-5.1604465332015016e-15,8.927345687567e-09,-5.1604465332015016e-15,9.21461991456415e-09
4145,8.925451395781429e-09,-5.157948331809244e-15,8.925441079884765e-09,-5.157948331809244e-15,9.212739492743491e-09
4146,8.923805567799346e-09,-5.1553136222933e-15,8.923795257172102e-09,-5.1553136222933e-15,9.210856785312084e-09
4147,8.92164449133977e-09,-5.152595409182715e-15,8.921634186148951e-09,-5.152595409182715e-15,9.208973383914674e-09
4148,8.91973595720519e-09,-5.150094084105081e-15,8.919725657017022e-09,-5.150094084105081e-15,9.207089773455896e-09
4149,8.918087950031831e-09,-5.147456591692418e-15,8.918077655118648e-09,-5.147456591692418e-15,9.205206015530652e-09
4150,8.91592696793999e-09,-5.144826432128695e-15,8.915916678287126e-09,-5.144826432128695e-15,9.2033221526702e-09
4151,8.914017275926318e-09,-5.142076845473951e-15,8.914006991772627e-09,-5.142076845473951e-15,9.20143819856902e-09
4152,8.912369188921824e-09,-5.1396226395023905e-15,8.912358909676545e-09,-5.1396226395023905e-15,9.19955415641615e-09
4153,8.910208298878317e-09,-5.136991924932715e-15,8.910198024894467e-09,-5.136991924932715e-15,9.197670027788234e-09
4154,8.908556801893011e-09,-5.1343478418682615e-15,8.908546533197327e-09,-5.1343478418682615e-15,9.195785813432339e-09
4155,8.90639778953728e-09,-5.1316256470556454e-15,8.906387526285987e-09,-5.1316256470556454e-15,9.193901513808362e-09
4156,8.904437300513688e-09,-5.129053561208718e-15,8.904427042406566e-09,-5.129053561208718e-15,9.191962806801025e-09
4157,8.902686316242669e-09,-5.126280875343695e-15,8.902676063680918e-09,-5.126280875343695e-15,9.189974847362661e-09
4158,8.900423922370745e-09,-5.123427726726168e-15,8.900413675515292e-09,-5.123427726726168e-15,9.187984492295864e-09
4159,8.898411198154228e-09,-5.1207900469213e-15,8.898400956574133e-09,-5.1207900469213e-15,9.185991697723214e-09
4160,8.896656292241664e-09,-5.118016653860947e-15,8.896646056208357e-09,-5.118016653860947e-15,9.18399754558146e-09
4161,8.894389330197259e-09,-5.1151606643593155e-15,8.89437909987593e-09,-5.1151606643593155e-15,9.182003094298509e-09
4162,8.892373861591592e-09,-5.112519629355998e-15,8.892363636552333e-09,-5.112519629355998e-15,9.180008442219488e-09
4163,8.890617603927677e-09,-5.109743681894062e-15,8.890607384440313e-09,-5.109743681894062e-15,9.178013633876258e-09
4164,8.888350914074135e-09,-5.10697491911122e-15,8.888340700124296e-09,-5.10697491911122e-15,9.1760186945506e-09
4165,8.886334249958435e-09,-5.104087762456942e-15,8.88632404178291e-09,-5.104087762456942e-15,9.174023629132035e-09
4166,8.884577831224228e-09,-5.101493159852074e-15,8.884567628237907e-09,-5.101493159852074e-15,9.172028439629145e-09
4167,8.882311167999341e-09,-5.098723649519752e-15,8.882300970552042e-09,-5.098723649519752e-15,9.170033127153837e-09
4168,8.880551285236154e-09,-5.095940902248835e-15,8.88054109335435e-09,-5.095940902248835e-15,9.168037692320644e-09
4169,8.878286430788235e-09,-5.093080723124425e-15,8.878276244626788e-09,-5.093080723124425e-15,9.16604213563742e-09
4170,8.876246207522502e-09,-5.090404518126725e-15,8.876236026713466e-09,-5.090404518126725e-15,9.164020771720806e-09
4171,8.874433195031088e-09,-5.087553641195054e-15,8.874423019923805e-09,-5.087553641195054e-15,9.161970057785172e-09
4172,8.872112472143635e-09,-5.084623436670381e-15,8.872102302896761e-09,-5.084623436670381e-15,9.159918082603428e-09
4173,8.870041220245293e-09,-5.081906846575967e-15,8.870031056431599e-09,-5.081906846575967e-15,9.157864824841326e-09
4174,8.868227292819207e-09,-5.0790564244594425e-15,8.868217134706358e-09,-5.0790564244594425e-15,9.155810838769985e-09
4175,8.865904399884948e-09,-5.076124762870805e-15,8.865894247635423e-09,-5.076124762870805e-15,9.15375679996803e-09
4176,8.863831913962706e-09,-5.073406189618895e-15,8.863821767150327e-09,-5.073406189618895e-15,9.151702769226813e-09
4177,8.862017467446534e-09,-5.0705543813671925e-15,8.862007326337772e-09,-5.0705543813671925e-15,9.14964877221475e-09
4178,8.859695039860423e-09,-5.067621838356092e-15,8.859684904616747e-09,-5.067621838356092e-15,9.147594824811681e-09
4179,8.857622765669216e-09,-5.064901941722721e-15,8.857612635865333e-09,-5.064901941722721e-15,9.145540930050668e-09
4180,8.855808269386506e-09,-5.06204918102927e-15,8.855798145288144e-09,-5.06204918102927e-15,9.143487089164946e-09
4181,8.853486823350417e-09,-5.059203914607689e-15,8.853476704942587e-09,-5.059203914607689e-15,9.141433302868781e-09
4182,8.851413994635349e-09,-5.056242096925299e-15,8.851403882151155e-09,-5.056242096925299e-15,9.139379571567571e-09
4183,8.849599893914215e-09,-5.053569637194182e-15,8.84958978677494e-09,-5.053569637194182e-15,9.137325895600806e-09
4184,8.84727901862088e-09,-5.050724836202688e-15,8.847268917171209e-09,-5.050724836202688e-15,9.13527227528834e-09
4185,8.845389907481118e-09,-5.0477739409084235e-15,8.845379811933236e-09,-5.0477739409084235e-15,9.133143605388527e-09
4186,8.842937273410433e-09,-5.044667891704116e-15,8.842927184074649e-09,-5.044667891704116e-15,9.13095022985949e-09
4187,8.840729563507658e-09,-5.041775155269953e-15,8.840719479957347e-09,-5.041775155269953e-15,9.128753852580458e-09
4188,8.838772615524154e-09,-5.038745492291077e-15,8.83876253803317e-09,-5.038745492291077e-15,9.126554415804544e-09
4189,8.836310203063727e-09,-5.035636738791636e-15,8.836300131790249e-09,-5.035636738791636e-15,9.124353367453219e-09
4190,8.83409594254782e-09,-5.032738336285671e-15,8.834085877071148e-09,-5.032738336285671e-15,9.122152060191635e-09
4191,8.832138070419365e-09,-5.029707816092318e-15,8.832128011003733e-09,-5.029707816092318e-15,9.11995062035628e-09
4192,8.829674886821831e-09,-5.026597146298498e-15,8.829664833627538e-09,-5.026597146298498e-15,9.117749105815654e-09
4193,8.827460391966657e-09,-5.023696760401357e-15,8.827450344573135e-09,-5.023696760401357e-15,9.115547548755117e-09
4194,8.825502123239008e-09,-5.020664701144249e-15,8.825492081909606e-09,-5.020664701144249e-15,9.113345955342717e-09
4195,8.823039670777367e-09,-5.0176398973795706e-15,8.823029635497573e-09,-5.0176398973795706e-15,9.111144328067526e-09
4196,8.820824365578821e-09,-5.0144995844240225e-15,8.820814336579653e-09,-5.0144995844240225e-15,9.10894266825781e-09
4197,8.818866219208052e-09,-5.011645351102328e-15,8.818856195917349e-09,-5.011645351102328e-15,9.106740976608398e-09
4198,8.816404115625459e-09,-5.008620475841804e-15,8.816394098384507e-09,-5.008620475841804e-15,9.104539253678484e-09
4199,8.81444272271617e-09,-5.005582822346816e-15,8.814432711550526e-09,-5.005582822346816e-15,9.102337499985059e-09
4200,8.81198260224317e-09,-5.002469738081121e-15,8.811972597303695e-09,-5.002469738081121e-15,9.100135716027495e-09
4201,8.80971771538068e-09,-4.9995020684258175e-15,8.809707716376542e-09,-4.9995020684258175e-15,9.097880597902273e-09
4202,8.807673884252594e-09,-4.996359937699391e-15,8.807663891532718e-09,-4.996359937699391e-15,9.0955929973058e-09
4203,8.80512815316686e-09,-4.9931406592138516e-15,8.805118166885541e-09,-4.9931406592138516e-15,9.093303657794802e-09
4204,8.802828359918511e-09,-4.990130179845936e-15,8.802818379658151e-09,-4.990130179845936e-15,9.091012547482683e-09
4205,8.80078240938857e-09,-4.986988906848036e-15,8.800772435410756e-09,-4.986988906848036e-15,9.088720747057483e-09
4206,8.798233940822072e-09,-4.9837685281188385e-15,8.798223973285015e-09,-4.9837685281188385e-15,9.086428984124648e-09
4207,8.795932859120201e-09,-4.9807563842119784e-15,8.795922897607433e-09,-4.9807563842119784e-15,9.08413733115158e-09
4208,8.793886624839358e-09,-4.97761433801178e-15,8.793876669610683e-09,-4.97761433801178e-15,9.08184582522825e-09
4209,8.791338964983342e-09,-4.9743936137026e-15,8.791329016196113e-09,-4.9743936137026e-15,9.079554484200603e-09
4210,8.789038424794568e-09,-4.9713807202819395e-15,8.789028482033127e-09,-4.9713807202819395e-15,9.077263311644829e-09
4211,8.786992449754755e-09,-4.9682382526491156e-15,8.78698251327825e-09,-4.9682382526491156e-15,9.074972309085134e-09
4212,8.78444615101405e-09,-4.96510340782195e-15,8.784436220807233e-09,-4.96510340782195e-15,9.072681477311326e-09
4213,8.782145416950339e-09,-4.96185494329244e-15,8.782135493240453e-09,-4.96185494329244e-15,9.07039081675873e-09
4214,8.780100146594087e-09,-4.958888988435693e-15,8.78009022881611e-09,-4.958888988435693e-15,9.068100327785494e-09
4215,8.777554805246522e-09,-4.9557551433972705e-15,8.777544893736234e-09,-4.9557551433972705e-15,9.065810010724543e-09
4216,8.77550670501375e-09,-4.952609096267383e-15,8.775496799795558e-09,-4.952609096267383e-15,9.063519865898763e-09
4217,8.772963731178094e-09,-4.949388971409571e-15,8.77295383240015e-09,-4.949388971409571e-15,9.061229893628057e-09
4218,8.770583742201482e-09,-4.946272781390934e-15,8.77057384965592e-09,-4.946272781390934e-15,9.058854733861944e-09
4219,8.768395972395714e-09,-4.942950362380741e-15,8.76838608649499e-09,-4.942950362380741e-15,9.056418898652936e-09
4220,8.765708898300907e-09,-4.939551783542795e-15,8.76569901919734e-09,-4.939551783542795e-15,9.053980136502865e-09
4221,8.76326479478437e-09,-4.936359100857189e-15,8.763254922066168e-09,-4.936359100857189e-15,9.051538389472147e-09
4222,8.761071698301293e-09,-4.9330372586073275e-15,8.761061832226776e-09,-4.9330372586073275e-15,9.049095289681525e-09
4223,8.758379484088663e-09,-4.929637134574106e-15,8.758369624814394e-09,-4.929637134574106e-15,9.046652109749672e-09
4224,8.755932729702296e-09,-4.926442288795034e-15,8.755922876817718e-09,-4.926442288795034e-15,9.044208972239736e-09
4225,8.753738809486006e-09,-4.923119316142599e-15,8.753728963247374e-09,-4.923119316142599e-15,9.041765936612293e-09
4226,8.751047654098632e-09,-4.919803699668085e-15,8.751037814491232e-09,-4.919803699668085e-15,9.039323033428383e-09
4227,8.748600487681141e-09,-4.916375765793672e-15,8.74859065492961e-09,-4.916375765793672e-15,9.036880268632315e-09
4228,8.746407109959981e-09,-4.913226847643054e-15,8.746397283506285e-09,-4.913226847643054e-15,9.034437644661757e-09
4229,8.743716839440734e-09,-4.9099119985059974e-15,8.743707019616737e-09,-4.9099119985059974e-15,9.031995162774053e-09
4230,8.741520588714126e-09,-4.906585004041528e-15,8.741510775544117e-09,-4.906585004041528e-15,9.029552823623762e-09
4231,8.738832632847884e-09,-4.9031847974105e-15,8.738822826478289e-09,-4.9031847974105e-15,9.027110627735426e-09
4232,8.736387801696558e-09,-4.899990659479151e-15,8.73637800171524e-09,-4.899990659479151e-15,9.024668575592175e-09
4233,8.734191761745246e-09,-4.8966651359542496e-15,8.734181968414974e-09,-4.8966651359542496e-15,9.022226667660336e-09
4234,8.731502567719163e-09,-4.893264587353777e-15,8.731492781189988e-09,-4.893264587353777e-15,9.019784904401365e-09
4235,8.729057702523081e-09,-4.890067648686646e-15,8.729047922387784e-09,-4.890067648686646e-15,9.017343286274993e-09
4236,8.726828884363874e-09,-4.8866988375385786e-15,8.7268191109662e-09,-4.8866988375385786e-15,9.014864731212678e-09
4237,8.724002011212706e-09,-4.883122870166547e-15,8.723992244966966e-09,-4.883122870166547e-15,9.012278771242238e-09
4238,8.721416518891124e-09,-4.879749553024349e-15,8.721406759392018e-09,-4.879749553024349e-15,9.009690179551458e-09
4239,8.719079597092813e-09,-4.876250453895613e-15,8.719069844591905e-09,-4.876250453895613e-15,9.00709890460573e-09
4240,8.716246405065359e-09,-4.872758405454567e-15,8.716236659548548e-09,-4.872758405454567e-15,9.004505625709653e-09
4241,8.713654527398968e-09,-4.869155003802195e-15,8.71364478908896e-09,-4.869155003802195e-15,9.001912466586506e-09
4242,8.711314822071226e-09,-4.86582737056948e-15,8.711305090416485e-09,-4.86582737056948e-15,8.999319601209544e-09
4243,8.708481724945296e-09,-4.86233612996125e-15,8.708472000273037e-09,-4.86233612996125e-15,8.996727087646309e-09
4244,8.706139513898421e-09,-4.858833230167569e-15,8.706129796231961e-09,-4.858833230167569e-15,8.994134972624412e-09
4245,8.703309171784215e-09,-4.855258232815061e-15,8.703299461267749e-09,-4.855258232815061e-15,8.991543264036985e-09
4246,8.700720572260662e-09,-4.851887023861536e-15,8.700710868486614e-09,-4.851887023861536e-15,8.988951964469851e-09
4247,8.698379302259182e-09,-4.848386371873708e-15,8.698369605486439e-09,-4.848386371873708e-15,8.986361075306114e-09
4248,8.695548536375333e-09,-4.844811926492463e-15,8.69553884675148e-09,-4.844811926492463e-15,8.983770597035399e-09
4249,8.69296068457816e-09,-4.841438752182724e-15,8.692951001700655e-09,-4.841438752182724e-15,8.981180529961902e-09
4250,8.690622903816344e-09,-4.837940910748336e-15,8.690613227934522e-09,-4.837940910748336e-15,8.978590874339518e-09
4251,8.68779384887691e-09,-4.83436778409394e-15,8.687784180141341e-09,-4.83436778409394e-15,8.97600163039849e-09
4252,8.685207361145402e-09,-4.8309953675602156e-15,8.685197699154668e-09,-4.8309953675602156e-15,8.97341279836285e-09
4253,8.682870591099824e-09,-4.827498741472335e-15,8.68286093610234e-09,-4.827498741472335e-15,8.97082437845454e-09
4254,8.680043280381156e-09,-4.8239270707219655e-15,8.680033632527015e-09,-4.8239270707219655e-15,8.968236370894397e-09
4255,8.677458145930937e-09,-4.820555641027481e-15,8.677448504819655e-09,-4.820555641027481e-15,8.965648775902822e-09
4256,8.675054925562712e-09,-4.816975228028494e-15,8.675045291612256e-09,-4.816975228028494e-15,8.962991200863336e-09
4257,8.672066245586269e-09,-4.813282493427852e-15,8.672056619021283e-09,-4.813282493427852e-15,8.96023370670679e-09
4258,8.669314962834817e-09,-4.809480855170799e-15,8.669305343873107e-09,-4.809480855170799e-15,8.9574732388356e-09
4259,8.666810572649716e-09,-4.805951084164654e-15,8.666800960747549e-09,-4.805951084164654e-15,8.954709734634565e-09
4260,8.663814466459728e-09,-4.8022598127335215e-15,8.663804861940103e-09,-4.8022598127335215e-15,8.95194449635201e-09
4261,8.661303932756647e-09,-4.798556664879558e-15,8.661294335643317e-09,-4.798556664879558e-15,8.949179508670475e-09
4262,8.658309481808217e-09,-4.794782703038294e-15,8.658299892242811e-09,-4.794782703038294e-15,8.94641494359386e-09
4263,8.655554714122787e-09,-4.791209331344998e-15,8.655545131704124e-09,-4.791209331344998e-15,8.943650868203237e-09
4264,8.653045171330991e-09,-4.787508787377978e-15,8.653035596313416e-09,-4.787508787377978e-15,8.940887327077513e-09
4265,8.650050561569638e-09,-4.7837358364646235e-15,8.650040994097965e-09,-4.7837358364646235e-15,8.938124327969807e-09
4266,8.647296869784482e-09,-4.78016097077058e-15,8.647287309462541e-09,-4.78016097077058e-15,8.935361873529593e-09
4267,8.644791133850266e-09,-4.7764637559189256e-15,8.644781580922754e-09,-4.7764637559189256e-15,8.932599965047397e-09
4268,8.641798652331174e-09,-4.772692608632899e-15,8.641789106945956e-09,-4.772692608632899e-15,8.929838602952091e-09
4269,8.639046721269774e-09,-4.7691190258257944e-15,8.639037183031722e-09,-4.7691190258257944e-15,8.927077787491583e-09
4270,8.636542368611056e-09,-4.7654234830631305e-15,8.63653283776409e-09,-4.7654234830631305e-15,8.92431751886159e-09
4271,8.633552460809431e-09,-4.761735771845088e-15,8.633542937337887e-09,-4.761735771845088e-15,8.921557797234765e-09
4272,8.630801481580527e-09,-4.757941163428485e-15,8.6307919656982e-09,-4.757941163428485e-15,8.918798622777701e-09
4273,8.628298872863522e-09,-4.754414663830821e-15,8.628289364034194e-09,-4.754414663830821e-15,8.916039995654747e-09
4274,8.62531110809268e-09,-4.750729982076678e-15,8.625301606632716e-09,-4.750729982076678e-15,8.913281916029346e-09
4275,8.622806484521973e-09,-4.7470345526357635e-15,8.622796990452869e-09,-4.7470345526357635e-15,8.910524384064412e-09
4276,8.619821799389585e-09,-4.743269697820476e-15,8.61981231285019e-09,-4.743269697820476e-15,8.907767399922329e-09
4277,8.617075111429543e-09,-4.739702904437269e-15,8.617065632023735e-09,-4.739702904437269e-15,8.905010963765207e-09
4278,8.61444888102876e-09,-4.73585649682162e-15,8.614439409315766e-09,-4.73585649682162e-15,8.902126662312566e-09
4279,8.611307153854296e-09,-4.731898213242633e-15,8.611297690057869e-09,-4.731898213242633e-15,8.899207206450253e-09
4280,8.608401523792468e-09,-4.7281357633904085e-15,8.608392067520941e-09,-4.7281357633904085e-15,8.896285112456475e-09
4281,8.605738879516102e-09,-4.724252777205351e-15,8.605729431010547e-09,-4.724252777205351e-15,8.893360321852851e-09
4282,8.602591219880761e-09,-4.720296205051226e-15,8.60258177928835e-09,-4.720296205051226e-15,8.890435233585403e-09
4283,8.599681889712582e-09,-4.716534233084527e-15,8.599672456644116e-09,-4.716534233084527e-15,8.88751065590726e-09
4284,8.597018205859843e-09,-4.7126522486634505e-15,8.597008780555347e-09,-4.7126522486634505e-15,8.884586685783019e-09
4285,8.593872415573824e-09,-4.7086978665886205e-15,8.59386299817809e-09,-4.7086978665886205e-15,8.881663386866766e-09
4286,8.59096501985537e-09,-4.70493773634328e-15,8.590955609979897e-09,-4.70493773634328e-15,8.878740780419041e-09
4287,8.588302973592151e-09,-4.7010580865114404e-15,8.588293571475978e-09,-4.7010580865114404e-15,8.875818870866285e-09
4288,8.585160150624021e-09,-4.697186347825152e-15,8.585150756251326e-09,-4.697186347825152e-15,8.872897660100907e-09
4289,8.582254148345721e-09,-4.6932098761585405e-15,8.582244761925969e-09,-4.6932098761585405e-15,8.86997714879102e-09
4290,8.579594262397277e-09,-4.689496912987262e-15,8.579584883403451e-09,-4.689496912987262e-15,8.86705733716328e-09
4291,8.576454053208377e-09,-4.685628893392944e-15,8.576444681950591e-09,-4.685628893392944e-15,8.864138225345557e-09
4292,8.573792474689487e-09,-4.681750576886983e-15,8.573783111188334e-09,-4.681750576886983e-15,8.861219813428792e-09
4293,8.57062166803456e-09,-4.677762148599297e-15,8.570612312510263e-09,-4.677762148599297e-15,8.8582666419428e-09
4294,8.567567764614202e-09,-4.673821375860775e-15,8.567558416971449e-09,-4.673821375860775e-15,8.855189980187279e-09
4295,8.564752217687763e-09,-4.669757645002367e-15,8.564742878172474e-09,-4.669757645002367e-15,8.852111033693779e-09
4296,8.561457343807894e-09,-4.665624866768658e-15,8.56144801255816e-09,-4.665624866768658e-15,8.849029747925834e-09
4297,8.558396769358726e-09,-4.661683746058051e-15,8.558387445991234e-09,-4.661683746058051e-15,8.845946736675494e-09
4298,8.555578674138488e-09,-4.6576240411065464e-15,8.555569358890406e-09,-4.6576240411065464e-15,8.842864337529889e-09
4299,8.552282606743966e-09,-4.653493317855163e-15,8.55227329975733e-09,-4.653493317855163e-15,8.839782738948134e-09
4300,8.549223149634494e-09,-4.649554107999625e-15,8.549213850526278e-09,-4.649554107999625e-15,8.836702001020664e-09
4301,8.546407149126341e-09,-4.645497531302942e-15,8.546397858131278e-09,-4.645497531302942e-15,8.833622173863111e-09
4302,8.543114600443509e-09,-4.641449035860984e-15,8.543105317545437e-09,-4.641449035860984e-15,8.830543265529066e-09
4303,8.540057126359153e-09,-4.637297687759911e-15,8.540047851763778e-09,-4.637297687759911e-15,8.827465278351002e-09
4304,8.537243892642626e-09,-4.633406009467239e-15,8.537234625830607e-09,-4.633406009467239e-15,8.824388213417784e-09
4305,8.533954628779653e-09,-4.62936204284373e-15,8.533945370055567e-09,-4.62936204284373e-15,8.82131207086804e-09
4306,8.531140154368296e-09,-4.625308228850523e-15,8.531130903751837e-09,-4.625308228850523e-15,8.81823685064435e-09
4307,8.527854689911992e-09,-4.621187873169697e-15,8.527845447536246e-09,-4.621187873169697e-15,8.815162552637227e-09
4308,8.524803312852184e-09,-4.617259417018654e-15,8.52479407833335e-09,-4.617259417018654e-15,8.812089176712887e-09
4309,8.521991251247152e-09,-4.613210839009978e-15,8.521982024825473e-09,-4.613210839009978e-15,8.809016722731205e-09
4310,8.51860772998322e-09,-4.608971917535896e-15,8.518598512039385e-09,-4.608971917535896e-15,8.805841453863069e-09
4311,8.515384567708335e-09,-4.604832117707183e-15,8.5153753580441e-09,-4.604832117707183e-15,8.802588999427646e-09
4312,8.512399902312354e-09,-4.600576618350004e-15,8.512390701159117e-09,-4.600576618350004e-15,8.799333943391037e-09
4313,8.508938214543746e-09,-4.5962515359178e-15,8.508929022040675e-09,-4.5962515359178e-15,8.796076221783066e-09
4314,8.505708635574282e-09,-4.592114232593291e-15,8.505699451345817e-09,-4.592114232593291e-15,8.792817708117988e-09
4315,8.502719524645597e-09,-4.5878611288951184e-15,8.502710348923338e-09,-4.5878611288951184e-15,8.789559941710711e-09
4316,8.499258000075234e-09,-4.5836160707150796e-15,8.499248832843093e-09,-4.5836160707150796e-15,8.786303067487612e-09
4317,8.496029485726176e-09,-4.579269952162661e-15,8.496020327186272e-09,-4.579269952162661e-15,8.783047153247395e-09
4318,8.493043063519184e-09,-4.575179349089151e-15,8.493033913160486e-09,-4.575179349089151e-15,8.779792234298041e-09
4319,8.489584931991894e-09,-4.570939059806167e-15,8.489575790113775e-09,-4.570939059806167e-15,8.776538316882296e-09
4320,8.486597432681614e-09,-4.566689319032825e-15,8.486588299302976e-09,-4.566689319032825e-15,8.773285403134303e-09
4321,8.483143254819526e-09,-4.562374211129328e-15,8.483134130071103e-09,-4.562374211129328e-15,8.770033493853405e-09
4322,8.479921168709126e-09,-4.5582479155163275e-15,8.479912052213295e-09,-4.5582479155163275e-15,8.76678258914643e-09
4323,8.476936303294002e-09,-4.5540037226105075e-15,8.476927195286556e-09,-4.5540037226105075e-15,8.763532688972498e-09
4324,8.473483689264188e-09,-4.549692703727077e-15,8.47347458987878e-09,-4.549692703727077e-15,8.760283793244591e-09
4325,8.470264150584227e-09,-4.545568092391187e-15,8.470255059448042e-09,-4.545568092391187e-15,8.757035901857247e-09
4326,8.467284287482627e-09,-4.541330043508318e-15,8.46727520482254e-09,-4.541330043508318e-15,8.753789014699986e-09
4327,8.463835233196906e-09,-4.537023872571119e-15,8.46382615914916e-09,-4.537023872571119e-15,8.750543131660493e-09
4328,8.460507184799645e-09,-4.532767376064485e-15,8.460498119264893e-09,-4.532767376064485e-15,8.747181762358045e-09
4329,8.457367805032169e-09,-4.5283382287081946e-15,8.45735874835571e-09,-4.5283382287081946e-15,8.743768616048256e-09
4330,8.453757411059798e-09,-4.523841767452048e-15,8.453748363376262e-09,-4.523841767452048e-15,8.740353550712729e-09
4331,8.450376359305126e-09,-4.519530588474215e-15,8.45036732024395e-09,-4.519530588474215e-15,8.736936513511456e-09
4332,8.447232140948197e-09,-4.515106420330888e-15,8.447223110735356e-09,-4.515106420330888e-15,8.73351961893293e-09
4333,8.443620737891168e-09,-4.510690447460508e-15,8.443611716510273e-09,-4.510690447460508e-15,8.730103957817934e-09
4334,8.440240124971931e-09,-4.506176222820862e-15,8.440231112619485e-09,-4.506176222820862e-15,8.726689643367309e-09
4335,8.437099220499908e-09,-4.501912740853837e-15,8.437090216674426e-09,-4.501912740853837e-15,8.723276737892736e-09
4336,8.433492397803028e-09,-4.49750343156677e-15,8.433483402796165e-09,-4.49750343156677e-15,8.719865266953633e-09
4337,8.430351260724587e-09,-4.4930855597297755e-15,8.430342274553468e-09,-4.4930855597297755e-15,8.71645523481099e-09
4338,8.426749216215605e-09,-4.4886043413699544e-15,8.426740239006923e-09,-4.4886043413699544e-15,8.713046642638186e-09
4339,8.423377057405259e-09,-4.484308559111915e-15,8.423368088788141e-09,-4.484308559111915e-15,8.709639490395201e-09
4340,8.420239798193832e-09,-4.479898100601132e-15,8.42023083839763e-09,-4.479898100601132e-15,8.706233777518444e-09
4341,8.416640636789882e-09,-4.475422901592059e-15,8.416631685944079e-09,-4.475422901592059e-15,8.702829503330989e-09
4342,8.41327229958172e-09,-4.471130725435386e-15,8.413263357320268e-09,-4.471130725435386e-15,8.699426667118208e-09
4343,8.41014124578559e-09,-4.46672829500435e-15,8.410132312329e-09,-4.46672829500435e-15,8.6960252681519e-09
4344,8.406546926704528e-09,-4.462259832796019e-15,8.406538002184862e-09,-4.462259832796019e-15,8.692625305700586e-09
4345,8.403182967817779e-09,-4.457973746628666e-15,8.403174051870286e-09,-4.457973746628666e-15,8.689226779032239e-09
4346,8.40005581702757e-09,-4.4535779004087124e-15,8.40004690987177e-09,-4.4535779004087124e-15,8.685829687414948e-09
4347,8.396374985604614e-09,-4.44907995421669e-15,8.396366087444706e-09,-4.44907995421669e-15,8.682338185604672e-09
4348,8.392774122624508e-09,-4.444307796509002e-15,8.392765234008915e-09,-4.444307796509002e-15,8.678692737733426e-09
4349,8.38940634005602e-09,-4.439781768927985e-15,8.389397460492482e-09,-4.439781768927985e-15,8.675044102008359e-09
4350,8.385572824293865e-09,-4.435113364888231e-15,8.385563954067135e-09,-4.435113364888231e-15,8.671392195492724e-09
4351,8.382196697796666e-09,-4.4304359996046925e-15,8.382187836924666e-09,-4.4304359996046925e-15,8.66773868516483e-09
4352,8.378362654106258e-09,-4.4256957558359426e-15,8.378353802714746e-09,-4.4256957558359426e-15,8.664086455488622e-09
4353,8.374756264927907e-09,-4.421137703499599e-15,8.3747474226525e-09,-4.421137703499599e-15,8.660435750118874e-09
4354,8.371382512955053e-09,-4.4164674227962116e-15,8.371373680020208e-09,-4.4164674227962116e-15,8.656786658674157e-09
4355,8.367551675066925e-09,-4.411733785128635e-15,8.367542851599355e-09,-4.411733785128635e-15,8.653139242716604e-09
4356,8.363949591750242e-09,-4.4071799838469086e-15,8.363940777390274e-09,-4.4071799838469086e-15,8.649493511774026e-09
4357,8.36058260531715e-09,-4.4025183203759095e-15,8.36057380028051e-09,-4.4025183203759095e-15,8.64584946821998e-09
4358,8.356757350331282e-09,-4.397792110152983e-15,8.356748554747062e-09,-4.397792110152983e-15,8.642207112621559e-09
4359,8.353160376848927e-09,-4.393245083112347e-15,8.35315159035876e-09,-4.393245083112347e-15,8.63856644436708e-09
4360,8.349797995226344e-09,-4.388590737684754e-15,8.349789218044868e-09,-4.388590737684754e-15,8.63492746260054e-09
4361,8.3459783776425e-09,-4.383872226183845e-15,8.345969609898048e-09,-4.383872226183845e-15,8.631290166398254e-09
4362,8.342386505888977e-09,-4.379332249472787e-15,8.342377747224478e-09,-4.379332249472787e-15,8.627654554807433e-09
4363,8.33902869125303e-09,-4.3746854624950946e-15,8.339019941882106e-09,-4.3746854624950946e-15,8.624020626868365e-09
