Incident energy;σ(E)
8748.249;21.22953
8748.254;20.31929
8748.265;18.81014
8748.276;17.77005
8748.287;17.02228
8748.298;16.46299
8748.32;15.68703
8748.343;15.1576
8748.365;14.80243
8748.387;14.53796
8748.409;14.33338
8748.454;14.03187
8748.498;13.82914
8748.542;13.68024
8748.586;13.56592
8748.675;13.39945
8748.763;13.28555
8748.852;13.20011
8748.94;13.13426
8749.117;13.03583
8749.294;12.96418
8749.648;12.86153
8750.002;12.78631
8750.356;12.72499
8751.064;12.62353
8751.773;12.53629
8752.481;12.4564
8753.897;12.30681
8756.73;12.01576
8757.438;11.9407
8758.146;11.86352
8758.5;11.82393
8758.854;11.78357
8759.031;11.76309
8759.12;11.75273
8759.208;11.74248
8759.297;11.7322
8759.341;11.72724
8759.385;11.72252
8759.408;11.72025
8759.43;11.71833
8759.452;11.71686
8759.474;11.71631
8759.496;11.71783
8759.507;11.7203
8759.518;11.72515
8759.529;11.73476
8759.54;11.75513
8759.546;11.77611
8759.551;11.80417
8759.557;11.86115
8759.56279;11.95919
8759.569;12.12485
8759.575;12.23674
8759.581;12.13949
8759.58721;11.97655
8759.592;11.88952
8759.596;11.84108
8759.604;11.78362
8759.613;11.75051
8759.621;11.73372
8759.63;11.72175
8759.638;11.71448
8759.654;11.70488
8759.671;11.69831
8759.688;11.69351
8759.721;11.68653
8759.755;11.68079
8759.788;11.67584
8759.854;11.66672
8759.921;11.65792
8759.987;11.64941
8760.12;11.63243
8760.254;11.6153
8760.387;11.59818
8760.653;11.56347
8761.186;11.49151
8761.718;11.416
8762.251;11.33631
8762.517;11.29517
8762.783;11.25365
8762.917;11.23302
8763.05;11.2133
8763.183;11.19538
8763.316;11.18183
8763.383;11.17855
8763.449;11.18
8763.516;11.19039
8763.582;11.21888
8763.616;11.24769
8763.649;11.29314
8763.682;11.36953
8763.715;11.50687
8763.749;11.79427
8763.766;12.0617
8763.782;12.47453
8763.799;13.26404
8763.807;13.87742
8763.815;14.7742
8763.824;16.36774
8763.832;18.73447
8763.836;20.48812
8763.84;22.82251
8763.844;25.95553
8763.84896;31.33105
8763.853;37.11432
8763.857;43.67844
8763.861;49.49957
8763.863;51.31371
8763.865;51.98918
8763.867;51.41131
8763.869;49.68561
8763.873;43.99162
8763.877;37.48562
8763.88104;31.71314
8763.885;27.26225
8763.888;24.62481
8763.894;20.80003
8763.901;17.96927
8763.907;16.38326
8763.914;15.11882
8763.92;14.35414
8763.933;13.28321
8763.946;12.6552
8763.959;12.25681
8763.985;11.79895
8764.011;11.55481
8764.037;11.40825
8764.063;11.31245
8764.089;11.24563
8764.141;11.15895
8764.193;11.10466
8764.245;11.06647
8764.297;11.0372
8764.401;10.99261
8764.505;10.95728
8764.609;10.92627
8764.712;10.8977
8764.92;10.84273
8765.128;10.78852
8765.543;10.67711
8765.959;10.55694
8766.167;10.49266
8766.374;10.42549
8766.582;10.35463
8766.686;10.31808
8766.789;10.28164
8766.893;10.24613
8766.945;10.23042
8766.997;10.2188
8767.023;10.21629
8767.049;10.21817
8767.075;10.22819
8767.101;10.2548
8767.127;10.32022
8767.14;10.38553
8767.153;10.49761
8767.166;10.70556
8767.173;10.89587
8767.179;11.13899
8767.186;11.58394
8767.192;12.20994
8767.198;13.24906
8767.201;14.01516
8767.20435;15.13976
8767.211;18.23357
8767.215;20.01571
8767.218;20.58889
8767.22;20.43108
8767.222;19.878
8767.225;18.58469
8767.23165;15.56831
8767.235;14.43066
8767.238;13.64228
8767.245;12.41529
8767.252;11.70901
8767.259;11.27699
8767.266;10.99641
8767.273;10.80456
8767.286;10.579
8767.3;10.43606
8767.313;10.35059
8767.34;10.24322
8767.367;10.18048
8767.394;10.13802
8767.421;10.10612
8767.448;10.08026
8767.503;10.0376
8767.557;10.0024
8767.665;9.939912
8767.774;9.880442
8767.882;9.821903
8768.098;9.701493
8768.532;9.433713
8768.965;9.11742
8769.398;8.733043
8769.615;8.506774
8769.831;8.253416
8770.048;7.964748
8770.264;7.635895
8770.373;7.451266
8770.427;7.35461
8770.481;7.25442
8770.535;7.151031
8770.562;7.098632
8770.589;7.046698
8770.616;6.997598
8770.63;6.975444
8770.643;6.959801
8770.657;6.954868
8770.67;6.978055
8770.677;7.017078
8770.684;7.097829
8770.691;7.265807
8770.69748;7.580993
8770.704;8.12058
8770.707;8.368706
8770.71;8.494464
8770.713;8.434732
8770.716;8.230362
8770.72252;7.700208
8770.73;7.301575
8770.738;7.073683
8770.746;6.944166
8770.753;6.869894
8770.761;6.80847
8770.769;6.761299
8770.784;6.693078
8770.8;6.634827
8770.815;6.586732
8770.846;6.496101
8770.877;6.409968
8770.908;6.324776
8770.969;6.154914
8771.092;5.791135
8771.215;5.388664
8771.338;4.93904
8771.461;4.434004
8771.584;3.864892
8771.707;3.2235
8771.83;2.505087
8771.953;1.716766
8772.076;0.900883
8772.138;0.5174475
8772.199;0.2042934
8772.23;0.08982601
8772.246;0.04811718
8772.254;0.03265666
8772.261;0.02242318
8772.269;0.01481564
8772.277;0.01194147
8772.281;0.01240985
8772.285;0.0142226
8772.292;0.02080725
8772.3;0.03402289
8772.307;0.05097001
8772.322;0.1061199
8772.338;0.1973912
8772.353;0.318811
8772.369;0.4936145
8772.384;0.7076631
8772.415;1.343899
8772.445;2.291703
8772.476;3.760009
8772.507;5.945069
8772.523;7.457113
8772.538;9.181904
8772.553;11.26914
8772.568;13.79783
8772.584;17.09226
8772.599;20.86938
8772.615;25.80719
8772.63;31.48593
8772.646;38.92509
8772.661;47.48165
8772.676;57.88747
8772.6912;70.66062
8772.707;86.66705
8772.722;104.666
8772.737;125.3837
8772.752;148.3988
8772.768;174.3245
8772.783;198.1025
8772.791;209.7871
8772.798;219.0698
8772.806;228.2983
8772.813;234.9494
8772.821;240.7346
8772.829;244.474
8772.837;246.1567
8772.844;246.01
8772.852;244.1428
8772.859;241.1918
8772.874;231.5765
8772.904;204.7802
8772.919;190.3066
8772.9348;175.5323
8772.947;164.7732
8772.959;154.8694
8772.971;145.6825
8772.983;137.2134
8772.995;129.4372
8773.007;122.3138
8773.031;109.834
8773.055;99.38151
8773.079;90.59281
8773.103;83.15916
8773.127;76.82848
8773.151;71.39845
8773.175;66.70779
8773.199;62.62791
8773.223;59.05605
8773.247;55.90963
8773.271;53.12194
8773.295;50.63874
8773.319;48.41563
8773.344;46.33707
8773.368;44.53806
8773.416;41.41958
8773.464;38.81557
8773.512;36.61299
8773.56;34.72872
8773.608;33.10054
8773.656;31.68108
8773.704;30.43368
8773.753;29.30801
8773.801;28.32686
8773.897;26.65561
8773.993;25.28673
8774.089;24.1462
8774.185;23.18202
8774.281;22.3567
8774.377;21.64256
8774.473;21.01874
8774.57;20.46387
8774.666;19.97683
8774.858;19.15067
8775.05;18.47649
8775.242;17.91587
8775.435;17.43999
8775.627;17.03481
8775.819;16.68384
8776.011;16.37678
8776.204;16.10442
8776.396;15.86346
8776.781;15.45207
8777.166;15.11432
8777.55;14.83215
8777.935;14.59119
8778.319;14.38356
8778.704;14.20146
8779.088;14.04081
8779.473;13.89692
8779.858;13.76722
8780.627;13.54139
8781.396;13.34824
8782.165;13.17649
8782.935;13.01445
8783.704;12.84248
8784.089;12.73538
8784.281;12.66766
8784.473;12.58036
8784.666;12.45297
8784.762;12.36024
8784.858;12.22915
8784.906;12.13943
8784.954;12.02346
8785.002;11.86662
8785.05;11.64099
8785.074;11.48589
8785.098;11.28613
8785.122;11.01895
8785.146;10.64334
8785.17;10.07799
8785.182;9.67467
8785.194;9.141122
8785.206;8.411321
8785.218;7.386417
8785.224;6.734045
8785.23;6.008753
8785.236;5.346512
8785.24211;5.260378
8785.246;6.153069
8785.249;7.819848
8785.253;11.73185
8785.256;15.52131
8785.26;20.03015
8785.263;22.095
8785.26989;23.02026
8785.274;22.38552
8785.279;21.36834
8785.288;19.70315
8785.297;18.46398
8785.306;17.56231
8785.316;16.82775
8785.325;16.32852
8785.343;15.61788
8785.362;15.1173
8785.38;14.78
8785.417;14.31841
8785.454;14.02631
8785.491;13.82449
8785.528;13.67634
8785.564;13.56538
8785.638;13.4006
8785.711;13.288
8785.858;13.13834
8786.005;13.04133
8786.152;12.97116
8786.446;12.87207
8786.74;12.80174
8786.887;12.77327
8787.034;12.74891
8787.108;12.73861
8787.181;12.73041
8787.255;12.72538
8787.328;12.72676
8787.365;12.73216
8787.402;12.74357
8787.439;12.76595
8787.475;12.80883
8787.512;12.90359
8787.531;12.9978
8787.549;13.15023
8787.568;13.45532
8787.577;13.7058
8787.586;14.08939
8787.595;14.71338
8787.604;15.80842
8787.609;16.79499
8787.613;17.9099
8787.618;19.92172
8787.62249;22.56149
8787.626;25.28029
8787.63;28.84634
8787.634;31.87216
8787.637;32.75284
8787.639;32.41655
8787.641;31.40577
8787.644;29.06803
8787.648;25.55094
8787.65151;22.84061
8787.655;20.70312
8787.659;18.87016
8787.663;17.54017
8787.667;16.56721
8787.675;15.29658
8787.682;14.6193
8787.69;14.11623
8787.698;13.78176
8787.713;13.39881
8787.729;13.16916
8787.744;13.03648
8787.775;12.88108
8787.806;12.79909
8787.837;12.74958
8787.868;12.71667
8787.898;12.69379
8787.96;12.66158
8788.022;12.63992
8788.084;12.62355
8788.145;12.61036
8788.269;12.58841
8788.392;12.5701
8788.515;12.55367
8788.638;12.5384
8788.885;12.50996
8789.131;12.48357
8789.624;12.43438
8790.117;12.38858
8790.61;12.34522
8791.596;12.26379
8792.582;12.18735
8793.075;12.15051
8793.568;12.11462
8793.815;12.09716
8794.061;12.08038
8794.308;12.06473
8794.554;12.05181
8794.678;12.04745
8794.801;12.04605
8794.924;12.0502
8795.047;12.06624
8795.109;12.08355
8795.17;12.11236
8795.232;12.16375
8795.293;12.25889
8795.324;12.34062
8795.355;12.46463
8795.386;12.66402
8795.416;12.99645
8795.447;13.65977
8795.463;14.27597
8795.478;15.20409
8795.494;16.93664
8795.502;18.34496
8795.509;20.09824
8795.517;23.06946
8795.524;27.06812
8795.528;30.26757
8795.532;34.41625
8795.536;39.81028
8795.53997;46.69857
8795.544;55.40712
8795.549;67.87751
8795.552;74.96033
8795.554;78.73593
8795.556;81.25614
8795.558;82.19579
8795.561;80.43153
8795.563;77.38373
8795.567;68.50205
8795.572;56.15936
8795.57603;47.47127
8795.58;40.56479
8795.583;36.36362
8795.587;31.89091
8795.59;29.2182
8795.597;24.62449
8795.603;21.94369
8795.61;19.73748
8795.616;18.36825
8795.629;16.39825
8795.643;15.13888
8795.656;14.39401
8795.682;13.51925
8795.709;13.03127
8795.735;12.75022
8795.762;12.56107
8795.788;12.43605
8795.841;12.2756
8795.894;12.18134
8795.947;12.12028
8796.0;12.07771
8796.106;12.02194
8796.212;11.98605
8796.318;11.95984
8796.423;11.93906
8796.635;11.90488
8796.847;11.87516
8797.059;11.8464
8797.27;11.81666
8797.694;11.74579
8797.906;11.69874
8798.117;11.63596
8798.329;11.54082
8798.435;11.46943
8798.541;11.36682
8798.647;11.20326
8798.7;11.07716
8798.753;10.89422
8798.78;10.76487
8798.806;10.6035
8798.833;10.37752
8798.859;10.06855
8798.886;9.577684
8798.899;9.234227
8798.912;8.774834
8798.925;8.135923
8798.938;7.213463
8798.945;6.555388
8798.951;5.905329
8798.958;5.177158
8798.96428;5.062442
8798.968;5.799219
8798.971;7.255831
8798.975;10.7442
8798.978;14.16166
8798.982;18.23967
8798.985;20.09775
8798.99172;20.92127
8798.997;20.15284
8799.002;19.23508
8799.007;18.38581
8799.012;17.65923
8799.023;16.45235
8799.033;15.69114
8799.044;15.08685
8799.054;14.676
8799.074;14.09681
8799.095;13.69407
8799.116;13.41095
8799.157;13.04664
8799.199;12.81187
8799.24;12.65434
8799.323;12.44828
8799.406;12.32033
8799.489;12.2325
8799.655;12.11856
8799.738;12.07939
8799.821;12.04806
8799.904;12.02365
8799.987;12.00733
8800.029;12.00373
8800.07;12.00543
8800.112;12.01669
8800.153;12.04644
8800.174;12.07584
8800.195;12.12338
8800.216;12.20341
8800.236;12.3383
8800.257;12.6159
8800.267;12.85051
8800.277;13.21697
8800.288;13.90941
8800.298;15.088
8800.303;16.05986
8800.308;17.47971
8800.313;19.6011
8800.31826;22.97525
8800.322;26.25459
8800.326;30.31274
8800.33;33.77861
8800.333;34.851
8800.335;34.54548
8800.337;33.48493
8800.34;30.94834
8800.344;27.04164
8800.34774;23.79653
8800.351;21.52826
8800.354;19.87628
8800.36;17.53227
8800.367;15.84914
8800.373;14.92887
8800.38;14.20784
8800.386;13.77733
8800.398;13.21577
8800.411;12.85547
8800.423;12.64299
8800.448;12.38311
8800.474;12.23761
8800.499;12.15267
8800.524;12.09593
8800.549;12.05557
8800.6;12.00112
8800.65;11.967
8800.7;11.94271
8800.75;11.92412
8800.851;11.89622
8800.952;11.87536
8801.053;11.85834
8801.153;11.84382
8801.355;11.81878
8801.556;11.79736
8801.959;11.76029
8802.362;11.72776
8802.765;11.69791
8803.57;11.64302
8805.181;11.54219
8806.792;11.44537
8808.403;11.3479
8810.014;11.24657
8810.82;11.19338
8811.625;11.13783
8812.028;11.10885
8812.229;11.09401
8812.43;11.07886
8812.632;11.06325
8812.733;11.05527
8812.833;11.04724
8812.884;11.04311
8812.934;11.03908
8812.984;11.03515
8813.034;11.03157
8813.06;11.03005
8813.085;11.02908
8813.11;11.0291
8813.135;11.03125
8813.16;11.03865
8813.173;11.0474
8813.185;11.06204
8813.198;11.09305
8813.21;11.15508
8813.217;11.22592
8813.223;11.33027
8813.229;11.51288
8813.23545;11.87559
8813.242;12.48659
8813.245;12.76371
8813.248;12.90491
8813.251;12.84231
8813.254;12.62174
8813.26055;12.04853
8813.265;11.76651
8813.27;11.5555
8813.275;11.41863
8813.28;11.32711
8813.29;11.21795
8813.299;11.16289
8813.309;11.12491
8813.318;11.10218
8813.337;11.07249
8813.357;11.05447
8813.376;11.04334
8813.414;11.02921
8813.453;11.01991
8813.491;11.01316
8813.53;11.00747
8813.568;11.00263
8813.645;10.994
8813.722;10.9862
8813.799;10.97882
8813.876;10.97167
8814.03;10.95769
8814.184;10.94385
8814.492;10.91598
8815.108;10.85796
8815.724;10.79543
8816.34;10.72689
8816.956;10.65054
8817.572;10.56386
8818.188;10.46315
8818.804;10.34271
8819.42;10.19317
8819.728;10.10276
8820.036;9.997978
8820.344;9.874255
8820.652;9.724876
8820.96;9.539491
8821.268;9.301291
8821.576;8.981046
8821.73;8.774528
8821.884;8.52311
8822.038;8.209679
8822.192;7.807264
8822.346;7.270886
8822.423;6.929555
8822.5;6.520124
8822.577;6.020487
8822.654;5.398615
8822.731;4.607509
8822.808;3.57984
8822.885;2.237619
8822.924;1.436809
8822.962;0.6467573
8822.982;0.2948472
8822.992;0.1635327
8822.997;0.1154286
8823.001;0.08767673
8823.006;0.06902219
8823.011;0.07164228
8823.016;0.09994681
8823.02;0.1446159
8823.025;0.2332645
8823.03;0.3654087
8823.039;0.7431029
8823.049;1.45098
8823.058;2.46196
8823.068;4.197873
8823.077;6.570378
8823.087;10.56091
8823.096;15.97101
8823.101;20.01806
8823.106;25.02982
8823.111;31.21614
8823.1155;37.97875
8823.121;48.03398
8823.126;59.075
8823.131;71.98297
8823.136;86.5661
8823.146;118.0469
8823.151;132.5243
8823.156;144.1832
8823.161;151.8388
8823.166;154.9967
8823.171;153.9401
8823.176;149.519
8823.186;134.807
8823.1965;117.0399
8823.208;99.46311
8823.214;91.58922
8823.22;84.61151
8823.226;78.45975
8823.232;73.04461
8823.244;64.06394
8823.256;57.0245
8823.268;51.42883
8823.28;46.91345
8823.292;43.21625
8823.304;40.14759
8823.316;37.56886
8823.34;33.49612
8823.364;30.44277
8823.388;28.0802
8823.412;26.20409
8823.436;24.68182
8823.46;23.42408
8823.484;22.36876
8823.532;20.69983
8823.58;19.442
8823.628;18.46151
8823.676;17.67647
8823.724;17.03415
8823.771;16.50939
8823.819;16.05594
8823.843;15.85516
8823.867;15.66995
8823.891;15.50053
8823.903;15.42277
8823.915;15.35155
8823.927;15.29095
8823.939;15.25236
8823.945;15.25078
8823.951;15.27376
8823.957;15.34352
8823.96264;15.4884
8823.969;15.77687
8823.972;15.91519
8823.975;15.98087
8823.978;15.93421
8823.981;15.79989
8823.98736;15.46498
8823.993;15.24949
8823.998;15.12002
8824.003;15.02683
8824.008;14.95587
8824.019;14.84201
8824.029;14.76416
8824.04;14.69231
8824.05;14.63419
8824.07;14.52991
8824.091;14.43101
8824.112;14.33932
8824.153;14.17536
8824.195;14.02341
8824.236;13.88778
8824.318;13.64718
8824.484;13.25438
8824.649;12.95191
8824.815;12.70829
8824.98;12.50944
8825.31;12.20019
8825.641;11.96795
8825.971;11.78598
8826.302;11.63701
8826.632;11.51207
8827.293;11.30907
8827.954;11.14617
8828.615;11.00752
8829.276;10.88407
8830.598;10.66196
8831.92;10.45252
8833.242;10.23995
8834.564;10.01198
8835.225;9.88839
8835.886;9.75606
8836.547;9.612897
8837.208;9.456371
8837.869;9.283346
8838.53;9.089836
8839.191;8.870641
8839.852;8.61882
8840.513;8.324846
8840.844;8.157793
8841.174;7.975277
8841.505;7.773534
8841.835;7.550542
8842.166;7.300932
8842.496;7.021244
8842.827;6.703577
8843.157;6.342208
8843.488;5.925778
8843.818;5.447194
8844.149;4.899415
8844.314;4.607709
8844.479;4.322282
8844.645;4.095978
8844.728;4.056708
8844.81;4.145482
8844.852;4.289496
8844.893;4.550711
8844.934;5.020489
8844.975;5.884758
8844.996;6.603488
8845.017;7.643616
8845.038;9.203308
8845.058;11.50825
8845.069;13.32758
8845.079;15.49643
8845.089;18.35963
8845.099;22.21742
8845.11;28.16462
8845.12;35.89938
8845.125;40.92943
8845.13;46.95058
8845.135;54.13957
8845.14;62.65193
8845.145;72.55737
8845.149;81.40706
8845.157;100.4128
8845.161;109.4245
8845.165;116.9593
8845.169;122.0384
8845.173;123.8858
8845.178;121.2449
8845.182;115.6018
8845.186;107.7083
8845.19;98.54594
8845.198;79.67669
8845.206;63.16031
8845.212;53.04872
8845.217;46.04776
8845.222;40.17559
8845.227;35.25824
8845.238;27.03457
8845.248;21.77246
8845.259;17.58868
8845.269;14.77528
8845.279;12.61513
8845.289;10.9236
8845.31;8.385209
8845.331;6.702768
8845.352;5.52417
8845.372;4.695751
8845.414;3.505069
8845.455;2.74534
8845.496;2.199204
8845.537;1.779857
8845.62;1.155959
8845.703;0.7192591
8845.786;0.4320167
8845.827;0.3510361
8845.868;0.3197566
8845.91;0.3512704
8845.951;0.4604488
8845.993;0.6757905
8846.034;1.017626
8846.076;1.545779
8846.117;2.292537
8846.158;3.346261
8846.199;4.816021
8846.241;6.914561
8846.262;8.259079
8846.282;9.768163
8846.303;11.63791
8846.324;13.85594
8846.345;16.49153
8846.365;19.46683
8846.386;23.1777
8846.407;27.61188
8846.428;32.91936
8846.448;38.9504
8846.469;46.51205
8846.489;55.10454
8846.51;65.8487
8846.5303;78.17508
8846.553;94.51487
8846.576;114.0448
8846.599;136.5404
8846.621;160.3726
8846.644;186.5583
8846.655;198.9973
8846.666;211.0175
8846.678;223.3004
8846.689;233.4716
8846.7;242.3081
8846.711;249.5672
8846.723;255.4773
8846.734;258.9457
8846.745;260.5342
8846.756;260.3093
8846.768;258.1555
8846.779;254.6343
8846.801;244.0672
8846.846;214.3363
8846.869;198.0332
8846.8917;182.5125
8846.905;173.893
8846.911;170.1455
8846.91795;165.9305
8846.924;162.3822
8846.93;158.9475
8846.936;155.5395
8846.94205;152.1694
8846.952;146.8562
8846.962;141.79
8846.981;132.8477
8847.0;124.7305
8847.019;117.3662
8847.039;110.3506
8847.058;104.3149
8847.077;98.82817
8847.096;93.83271
8847.135;84.9034
8847.173;77.62426
8847.212;71.31881
8847.25;66.08957
8847.289;61.48316
8847.327;57.60118
8847.366;54.12961
8847.404;51.16245
8847.443;48.47404
8847.481;46.14815
8847.519;44.06866
8847.557;42.20035
8847.596;40.47198
8847.634;38.94752
8847.711;36.26128
8847.788;34.01037
8847.864;32.12302
8847.941;30.48043
8848.018;29.05687
8848.095;27.81224
8848.171;26.72883
8848.248;25.75393
8848.325;24.88319
8848.402;24.10096
8848.478;23.40321
8848.632;22.17602
8848.785;21.15423
8848.939;20.27945
8849.092;19.53072
8849.246;18.87411
8849.399;18.30004
8849.553;17.78698
8849.707;17.32787
8849.861;16.91397
8850.014;16.54058
8850.321;15.88353
8850.628;15.32231
8850.935;14.83283
8851.242;14.39753
8851.549;14.00317
8851.856;13.63936
8852.164;13.2965
8852.471;12.96946
8853.085;12.33283
8853.699;11.67403
8854.006;11.31594
8854.313;10.92385
8854.621;10.48011
8854.928;9.964415
8855.082;9.667726
8855.235;9.340137
8855.389;8.969472
8855.542;8.550305
8855.696;8.063417
8855.849;7.496703
8856.003;6.81728
8856.156;5.999275
8856.31;4.985661
8856.387;4.391108
8856.463;3.741859
8856.54;3.030255
8856.579;2.663547
8856.617;2.325942
8856.656;2.055766
8856.675;1.996283
8856.694;2.044843
8856.713;2.322927
8856.723;2.657208
8856.732;3.170331
8856.742;4.169586
8856.751;5.813412
8856.756;7.284145
8856.761;9.421154
8856.766;12.56955
8856.7705;16.62929
8856.774;20.73116
8856.778;26.15009
8856.782;31.07295
8856.784;32.63286
8856.786;33.22164
8856.788;32.73204
8856.79;31.25887
8856.794;26.44234
8856.798;21.03772
8856.8015;16.89652
8856.806;12.75027
8856.811;9.488529
8856.816;7.236669
8856.82;5.930805
8856.825;4.719875
8856.83;3.833057
8856.839;2.754393
8856.849;2.022864
8856.858;1.61138
8856.876;1.199352
8856.895;1.147486
8856.913;1.385782
8856.932;1.95293
8856.95;2.853083
8856.969;4.307828
8856.987;6.338052
8857.006;9.447898
8857.024;13.69303
8857.034;16.79026
8857.043;20.15216
8857.052;24.16922
8857.061;28.96919
8857.071;35.40375
8857.08;42.37585
8857.089;50.66713
8857.0981;60.59942
8857.109;74.82387
8857.12;91.98412
8857.131;111.9665
8857.141;132.2075
8857.152;155.7317
8857.162;176.7577
8857.168;188.4383
8857.173;197.2679
8857.178;205.0364
8857.183;211.5543
8857.189;217.5292
8857.194;220.8784
8857.199;222.7326
8857.204;223.1412
8857.21;221.867
8857.215;219.4999
8857.225;211.9098
8857.246;188.7876
8857.2679;162.5281
8857.282;147.0229
8857.296;133.3036
8857.31;121.3007
8857.324;110.8916
8857.338;101.8906
8857.352;94.10237
8857.366;87.34527
8857.38;81.45997
8857.394;76.31082
8857.408;71.7841
8857.422;67.78519
8857.436;64.23555
8857.45;61.07
8857.464;58.23432
8857.492;53.37897
8857.52;49.38815
8857.548;46.06128
8857.576;43.25283
8857.604;40.85535
8857.632;38.78815
8857.66;36.98976
8857.688;35.41261
8857.716;34.01945
8857.772;31.67277
8857.828;29.77589
8857.884;28.21302
8857.94;26.90437
8857.996;25.79333
8858.052;24.83874
8858.108;24.00998
8858.164;23.28383
8858.276;22.07174
8858.388;21.10036
8858.5;20.30422
8858.612;19.63949
8858.724;19.07575
8858.836;18.59127
8858.948;18.17012
8859.06;17.80035
8859.284;17.18051
8859.508;16.68016
8859.732;16.26659
8859.956;15.91802
8860.18;15.61944
8860.404;15.36015
8860.628;15.13232
8860.852;14.93007
8861.3;14.58543
8861.748;14.30085
8862.196;14.0602
8862.644;13.85268
8863.092;13.6708
8863.54;13.50911
8863.764;13.43451
8863.988;13.36341
8864.1;13.32899
8864.156;13.31202
8864.212;13.29519
8864.268;13.27852
8864.296;13.27029
8864.324;13.26224
8864.352;13.25469
8864.366;13.25139
8864.38;13.24888
8864.394;13.24816
8864.401;13.24924
8864.408;13.25223
8864.415;13.25875
8864.422;13.27229
8864.429;13.30093
8864.433;13.33061
8864.43686;13.37478
8864.443;13.48382
8864.449;13.5737
8864.455;13.5284
8864.46114;13.42832
8864.467;13.35997
8864.473;13.31712
8864.479;13.29042
8864.485;13.27275
8864.491;13.26029
8864.497;13.25102
8864.508;13.23882
8864.52;13.22941
8864.531;13.22269
8864.554;13.21166
8864.577;13.20267
8864.6;13.19469
8864.646;13.18019
8864.692;13.16668
8864.738;13.1537
8864.83;13.12862
8864.922;13.10431
8865.014;13.08056
8865.198;13.0344
8865.567;12.94632
8865.935;12.86357
8866.304;12.78518
8866.488;12.74788
8866.672;12.71215
8866.857;12.67905
8866.949;12.66491
8867.041;12.65447
8867.087;12.65206
8867.133;12.65329
8867.179;12.66126
8867.225;12.68307
8867.248;12.7042
8867.271;12.73811
8867.294;12.79458
8867.317;12.8947
8867.34;13.09044
8867.352;13.2731
8867.363;13.53798
8867.375;14.03084
8867.386;14.87158
8867.392;15.64094
8867.398;16.81022
8867.404;18.64049
8867.40935;21.13394
8867.417;26.29525
8867.421;28.91113
8867.425;30.07642
8867.429;29.09576
8867.433;26.60699
8867.44065;21.51722
8867.446;19.00596
8867.452;17.1385
8867.458;15.93079
8867.464;15.12695
8867.476;14.17763
8867.487;13.70063
8867.499;13.3856
8867.51;13.19855
8867.533;12.96626
8867.556;12.83896
8867.579;12.76071
8867.602;12.70842
8867.625;12.67117
8867.672;12.62055
8867.718;12.58838
8867.764;12.5649
8867.81;12.54636
8867.903;12.51698
8867.995;12.49351
8868.088;12.47269
8868.18;12.45375
8868.365;12.41853
8868.55;12.38551
8868.92;12.32307
8869.29;12.26354
8869.66;12.20601
8870.399;12.0954
8871.878;11.88519
8873.357;11.68207
8874.836;11.47833
8876.315;11.26639
8877.055;11.15461
8877.794;11.03745
8878.164;10.97623
8878.533;10.91314
8878.718;10.88063
8878.811;10.86404
8878.903;10.84746
8878.996;10.83055
8879.042;10.8222
8879.088;10.81396
8879.134;10.80622
8879.157;10.80289
8879.18;10.8005
8879.203;10.80045
8879.215;10.80258
8879.226;10.80739
8879.238;10.81915
8879.249;10.84386
8879.255;10.86986
8879.261;10.91421
8879.267;10.99362
8879.27252;11.12361
8879.279;11.36869
8879.285;11.54103
8879.291;11.42757
8879.29748;11.19723
8879.305;11.02456
8879.312;10.93858
8879.32;10.8839
8879.327;10.85509
8879.335;10.83351
8879.342;10.82035
8879.357;10.80176
8879.372;10.78994
8879.387;10.78145
8879.417;10.76926
8879.447;10.76005
8879.477;10.7522
8879.537;10.73836
8879.597;10.72563
8879.657;10.71337
8879.776;10.68965
8880.015;10.6429
8880.254;10.59739
8880.374;10.57582
8880.493;10.55643
8880.613;10.54106
8880.732;10.53514
8880.792;10.53951
8880.852;10.55365
8880.912;10.58597
8880.971;10.65437
8881.001;10.71666
8881.031;10.81389
8881.061;10.97354
8881.09;11.2434
8881.12;11.78858
8881.135;12.27871
8881.15;13.07018
8881.165;14.45705
8881.173;15.65868
8881.18;17.17574
8881.188;19.79186
8881.195;23.38554
8881.199;26.30851
8881.202;29.08544
8881.206;33.79638
8881.2097;39.41102
8881.214;47.59421
8881.218;56.32809
8881.221;62.59994
8881.223;65.98742
8881.225;68.2659
8881.227;69.11909
8881.23;67.52004
8881.232;64.77377
8881.236;56.8868
8881.24;48.24508
8881.2443;40.08356
8881.248;34.45235
8881.252;29.70672
8881.256;26.08262
8881.26;23.30714
8881.268;19.48247
8881.276;17.08283
8881.284;15.50022
8881.292;14.40938
8881.307;13.11562
8881.323;12.31336
8881.338;11.83999
8881.369;11.27679
8881.401;10.97021
8881.432;10.79303
8881.463;10.67657
8881.494;10.59477
8881.557;10.48603
8881.619;10.41786
8881.681;10.36881
8881.743;10.33036
8881.868;10.26966
8881.992;10.22041
8882.117;10.17583
8882.241;10.13402
8882.49;10.05264
8882.739;9.971139
8883.237;9.800274
8883.735;9.612627
8884.233;9.40237
8884.731;9.163216
8885.229;8.887226
8885.727;8.563723
8885.976;8.379717
8886.225;8.177798
8886.474;7.955052
8886.723;7.70792
8886.972;7.432017
8887.221;7.121887
8887.47;6.77068
8887.719;6.369719
8887.968;5.907935
8888.217;5.371167
8888.466;4.741445
8888.715;3.996745
