E	sigma_t	sigma_s
1.94466400E+01	7.87011600E+00	3.11502100E+00
1.94771300E+01	8.39110400E+00	3.01654200E+00
1.95076100E+01	8.78313500E+00	2.91543600E+00
1.95249000E+01	8.88139100E+00	2.85687200E+00
1.95507000E+01	8.83289400E+00	2.76782600E+00
1.95724400E+01	8.64612800E+00	2.69123100E+00
1.95941800E+01	8.39642100E+00	2.61319300E+00
1.96231700E+01	8.08682400E+00	2.50687400E+00
1.96521500E+01	7.89835400E+00	2.39801600E+00
1.96739000E+01	7.85071200E+00	2.31463400E+00
1.96956400E+01	7.87011600E+00	2.22986000E+00
1.97391200E+01	8.04118100E+00	2.05608800E+00
1.97826000E+01	8.31396700E+00	1.87683300E+00
1.98260800E+01	8.65744800E+00	1.69242900E+00
1.98695600E+01	9.07304200E+00	1.50348600E+00
1.99130400E+01	9.57284900E+00	1.31100300E+00
1.99565200E+01	1.01744100E+01	1.11650900E+00
2.00000000E+01	1.09006300E+01	9.22258600E-01
2.00534700E+01	1.20091300E+01	6.88679200E-01
2.01069300E+01	1.34279800E+01	4.70112600E-01
2.01395100E+01	1.44917500E+01	3.50610100E-01
2.01558000E+01	1.50931600E+01	2.96637000E-01
2.01720900E+01	1.57477000E+01	2.47562800E-01
2.01883800E+01	1.64612800E+01	2.04334500E-01
2.01965300E+01	1.68425000E+01	1.85239500E-01
2.02046700E+01	1.72405600E+01	1.68056500E-01
2.02128200E+01	1.76574200E+01	1.52910700E-01
2.02209600E+01	1.80931000E+01	1.40020900E-01
2.02291100E+01	1.85497800E+01	1.29552200E-01
2.02372500E+01	1.90275400E+01	1.21743700E-01
2.02443500E+01	1.94629200E+01	1.17274000E-01
2.02514500E+01	1.99166200E+01	1.15159000E-01
2.02585500E+01	2.03896300E+01	1.15577900E-01
2.02656500E+01	2.08829600E+01	1.18723000E-01
2.02710900E+01	2.12753900E+01	1.23106500E-01
2.02765200E+01	2.16801700E+01	1.29298800E-01
2.02836200E+01	2.22300500E+01	1.40310000E-01
2.02907100E+01	2.28036800E+01	1.54834100E-01
2.02974000E+01	2.33686600E+01	1.72016100E-01
2.03040800E+01	2.39570400E+01	1.92791100E-01
2.03107600E+01	2.45709900E+01	2.17446300E-01
2.03174400E+01	2.52119200E+01	2.46266600E-01
2.03245400E+01	2.59244400E+01	2.81809900E-01
2.03316400E+01	2.66711200E+01	3.22806400E-01
2.03387400E+01	2.74541000E+01	3.69691200E-01
2.03458400E+01	2.82756500E+01	4.22937700E-01
2.03529400E+01	2.91382300E+01	4.83061500E-01
2.03600400E+01	3.00445200E+01	5.50625700E-01
2.03671400E+01	3.09973900E+01	6.26243600E-01
2.03742400E+01	3.19999800E+01	7.10587400E-01
2.03842700E+01	3.35076800E+01	8.46047700E-01
2.03942900E+01	3.51303600E+01	1.00255500E+00
2.04043200E+01	3.68832000E+01	1.18307000E+00
2.04143400E+01	3.87762700E+01	1.39026800E+00
2.04243700E+01	4.08287600E+01	1.62805800E+00
2.04343900E+01	4.30541600E+01	1.90000200E+00
2.04444200E+01	4.54771300E+01	2.21133100E+00
2.04544400E+01	4.81161100E+01	2.56688700E+00
2.04636300E+01	5.07514000E+01	2.93758600E+00
2.04728200E+01	5.36170800E+01	3.35690200E+00
2.04820100E+01	5.67411000E+01	3.83162000E+00
2.04912000E+01	6.01561200E+01	4.36977300E+00
2.05003900E+01	6.39004200E+01	4.98087200E+00
2.05095800E+01	6.80195400E+01	5.67636900E+00
2.05187700E+01	7.25679500E+01	6.47013500E+00
2.05279500E+01	7.76061800E+01	7.37822200E+00
2.05371400E+01	8.32265500E+01	8.42388300E+00
2.05463300E+01	8.95254700E+01	9.63314000E+00
2.05555200E+01	9.66315800E+01	1.10406000E+01
2.05647100E+01	1.04710100E+02	1.26913300E+01
2.05739000E+01	1.13976300E+02	1.46448500E+01
2.05830900E+01	1.24713500E+02	1.69805900E+01
2.05922800E+01	1.37298400E+02	1.98054100E+01
2.06014600E+01	1.52216500E+02	2.32595200E+01
2.06073100E+01	1.63246000E+02	2.58770500E+01
2.06131600E+01	1.75714800E+02	2.88928300E+01
2.06190100E+01	1.89885700E+02	3.23839800E+01
2.06248500E+01	2.06043300E+02	3.64357900E+01
2.06307000E+01	2.24616700E+02	4.11730700E+01
2.06365500E+01	2.46024300E+02	4.67217700E+01
2.06424000E+01	2.70790000E+02	5.32387300E+01
2.06482400E+01	2.99475200E+02	6.08943700E+01
2.06540900E+01	3.32891500E+02	6.99302600E+01
2.06599400E+01	3.71818500E+02	8.05842600E+01
2.06657900E+01	4.17200000E+02	9.31434300E+01
2.06716300E+01	4.70008200E+02	1.07906900E+02
2.06774800E+01	5.31621600E+02	1.25292300E+02
2.06833300E+01	6.03285600E+02	1.45685100E+02
2.06891800E+01	6.86454400E+02	1.69534400E+02
2.06950200E+01	7.82519900E+02	1.97275600E+02
2.06996200E+01	8.68441700E+02	2.22230000E+02
2.07042100E+01	9.64094900E+02	2.50141200E+02
2.07088100E+01	1.07075300E+03	2.81400600E+02
2.07134000E+01	1.18881300E+03	3.16143700E+02
2.07180000E+01	1.31964000E+03	3.54793000E+02
2.07225900E+01	1.46348900E+03	3.97444000E+02
2.07271900E+01	1.62176600E+03	4.44534600E+02
2.07317800E+01	1.79449400E+03	4.96092900E+02
2.07409700E+01	2.18712500E+03	6.13838000E+02
2.07501600E+01	2.64485900E+03	7.51896500E+02
2.07593500E+01	3.16856900E+03	9.10708000E+02
2.07685300E+01	3.75507200E+03	1.08948600E+03
2.07793900E+01	4.52147200E+03	1.32441400E+03
2.07902500E+01	5.34829400E+03	1.57943800E+03
2.08119700E+01	7.06430800E+03	2.11426000E+03
2.08278400E+01	8.22364400E+03	2.48118300E+03
2.08437100E+01	9.15116400E+03	2.78097800E+03
2.08546800E+01	9.59193000E+03	2.92854500E+03
2.08656500E+01	9.83402900E+03	3.01607600E+03
2.08718000E+01	9.87620300E+03	3.03662700E+03
2.08832300E+01	9.77279300E+03	3.01894600E+03
2.08946600E+01	9.44195600E+03	2.93077400E+03
2.09107900E+01	8.63979000E+03	2.70109100E+03
2.09269200E+01	7.55067900E+03	2.37947600E+03
2.09527300E+01	5.55833000E+03	1.77901000E+03
2.09656300E+01	4.58850200E+03	1.48288900E+03
2.09785300E+01	3.70239400E+03	1.21034300E+03
2.09898300E+01	3.01811400E+03	9.98481100E+02
2.10011200E+01	2.42989900E+03	8.15231100E+02
2.10067700E+01	2.17185700E+03	7.34449400E+02
2.10124100E+01	1.93785200E+03	6.60947500E+02
2.10180600E+01	1.72619400E+03	5.94233800E+02
2.10237000E+01	1.53652500E+03	5.34233000E+02
2.10293500E+01	1.36687000E+03	4.80358200E+02
2.10349900E+01	1.21640600E+03	4.32383700E+02
2.10406400E+01	1.08309300E+03	3.89695400E+02
2.10462800E+01	9.65874600E+02	3.51989000E+02
2.10519300E+01	8.62811700E+02	3.18674600E+02
2.10575700E+01	7.72792300E+02	2.89425000E+02
2.10632200E+01	6.94083800E+02	2.63708500E+02
2.10688600E+01	6.25640000E+02	2.41213200E+02
2.10737000E+01	5.74035700E+02	2.24153100E+02
2.10785400E+01	5.28262800E+02	2.08934500E+02
2.10833800E+01	4.87665500E+02	1.95355900E+02
2.10882200E+01	4.51646000E+02	1.83232800E+02
2.10930600E+01	4.19663200E+02	1.72397900E+02
2.10979000E+01	3.91230500E+02	1.62700200E+02
2.11075700E+01	3.43368100E+02	1.46205300E+02
2.11172500E+01	3.05041300E+02	1.32801800E+02
2.11269300E+01	2.74039700E+02	1.21796400E+02
2.11366100E+01	2.48634100E+02	1.12641500E+02
2.11462800E+01	2.27540900E+02	1.04929000E+02
2.11559600E+01	2.09742500E+02	9.83300900E+01
2.11656400E+01	1.94537100E+02	9.26183500E+01
2.11753200E+01	1.81384400E+02	8.76172000E+01
2.11849900E+01	1.69891500E+02	8.31976900E+01
2.12043500E+01	1.50681800E+02	7.56987900E+01
2.12237000E+01	1.35248900E+02	6.95627900E+01
2.12414500E+01	1.23516700E+02	6.48238900E+01
2.12591900E+01	1.13565100E+02	6.07480200E+01
2.12769300E+01	1.05017700E+02	5.72013400E+01
2.12946700E+01	9.76034800E+01	5.40866200E+01
2.13124200E+01	9.11146600E+01	5.13283000E+01
2.13301600E+01	8.54009600E+01	4.88717800E+01
2.13656400E+01	7.58168000E+01	4.46850700E+01
2.14011300E+01	6.81190500E+01	4.12526600E+01
2.14366100E+01	6.18281700E+01	3.83927800E+01
2.14721000E+01	5.66061500E+01	3.59749500E+01
2.15075800E+01	5.22180000E+01	3.39075400E+01
2.15592000E+01	4.69712400E+01	3.13857300E+01
2.15946900E+01	4.39698900E+01	2.99150400E+01
2.16301700E+01	4.13562600E+01	2.86154300E+01
2.16656600E+01	3.90608000E+01	2.74579900E+01
2.17011400E+01	3.70328200E+01	2.64216100E+01
2.17366300E+01	3.52302300E+01	2.54884100E+01
2.17721100E+01	3.36207200E+01	2.46446600E+01
2.18430700E+01	3.08737500E+01	2.31789600E+01
2.19140400E+01	2.86219200E+01	2.19499800E+01
2.19850100E+01	2.67476300E+01	2.09051900E+01
2.20559800E+01	2.51666600E+01	2.00062600E+01
2.21269400E+01	2.38177400E+01	1.92248400E+01
2.21850100E+01	2.28540300E+01	1.86575100E+01
2.22430800E+01	2.19959400E+01	1.81453300E+01
2.23011500E+01	2.12288400E+01	1.76812800E+01
2.23592100E+01	2.05394100E+01	1.72588400E+01
2.24753400E+01	1.93437100E+01	1.65134800E+01
2.25914700E+01	1.83445400E+01	1.58768500E+01
2.27076100E+01	1.75005900E+01	1.53278100E+01
2.28237400E+01	1.67790200E+01	1.48491400E+01
2.29398700E+01	1.61551400E+01	1.44276600E+01
2.30560000E+01	1.56104100E+01	1.40532800E+01
2.31914900E+01	1.50561000E+01	1.36656100E+01
2.33269800E+01	1.45729700E+01	1.33216600E+01
2.34624700E+01	1.41478700E+01	1.30138900E+01
2.35979500E+01	1.37706700E+01	1.27364100E+01
2.37334400E+01	1.34342100E+01	1.24849700E+01
2.38689200E+01	1.31340500E+01	1.22568000E+01
2.40044100E+01	1.28616300E+01	1.20434400E+01
2.40382800E+01	1.28036800E+01	1.19926300E+01
2.40721500E+01	1.27550900E+01	1.19429400E+01
2.41398900E+01	1.26869900E+01	1.18466600E+01
2.41657000E+01	1.26618500E+01	1.18109800E+01
2.41999000E+01	1.26153900E+01	1.17645200E+01
2.42027000E+01	1.26106700E+01	1.17607600E+01
2.42055300E+01	1.26057500E+01	1.17569600E+01
2.42131500E+01	1.25917600E+01	1.17467700E+01
2.42207600E+01	1.25767300E+01	1.17366300E+01
2.42359900E+01	1.25437700E+01	1.17164700E+01
2.42689700E+01	1.24633900E+01	1.16733900E+01
2.43019500E+01	1.23806600E+01	1.16310900E+01
2.43418100E+01	1.22904700E+01	1.15809700E+01
2.43816600E+01	1.22145500E+01	1.15319100E+01
2.44613600E+01	1.20877100E+01	1.14365400E+01
2.46207600E+01	1.18621600E+01	1.12550100E+01
2.49395700E+01	1.14643300E+01	1.09264300E+01
2.52583800E+01	1.11206300E+01	1.06351200E+01
2.55771800E+01	1.08175900E+01	1.03721300E+01
2.58959900E+01	1.05440600E+01	1.01296600E+01
2.62148000E+01	1.02943300E+01	9.90358000E+00
2.65336100E+01	1.00633000E+01	9.68992200E+00
2.66930100E+01	9.95295900E+00	9.58613600E+00
2.67727100E+01	9.90057600E+00	9.53521200E+00
2.68125600E+01	9.87677900E+00	9.50995900E+00
2.68524100E+01	9.85816500E+00	9.48481900E+00
2.68799000E+01	9.85130900E+00	9.46754200E+00
2.69073800E+01	9.85165200E+00	9.45032400E+00
2.69348700E+01	9.85976100E+00	9.43315400E+00
2.69623500E+01	9.87315900E+00	9.41604100E+00
2.69939600E+01	9.88704100E+00	9.39641600E+00
2.70255600E+01	9.88746000E+00	9.37685700E+00
2.70396000E+01	9.88072900E+00	9.36818500E+00
2.70649700E+01	9.85671000E+00	9.35254100E+00
2.70860800E+01	9.82666400E+00	9.33955100E+00
2.71071800E+01	9.79079900E+00	9.32658900E+00
2.71540800E+01	9.70866600E+00	9.29785900E+00
2.71775300E+01	9.67345800E+00	9.28353400E+00
2.72009700E+01	9.64395800E+00	9.26924000E+00
2.72291100E+01	9.61518600E+00	9.25211100E+00
2.72572500E+01	9.59158400E+00	9.23501400E+00
2.73135200E+01	9.55205800E+00	9.20091600E+00
2.74260600E+01	9.48099800E+00	9.13307500E+00
2.76511500E+01	9.34355000E+00	8.99811800E+00
2.82138900E+01	9.01044600E+00	8.66276600E+00
2.87766200E+01	8.68266500E+00	8.32283900E+00
2.93393600E+01	8.35188000E+00	7.96957800E+00
2.99020900E+01	8.01050300E+00	7.59387500E+00
3.01834600E+01	7.83507200E+00	7.39717800E+00
3.04648300E+01	7.65322700E+00	7.18901600E+00
3.07462000E+01	7.46511400E+00	6.96978700E+00
3.10275600E+01	7.26981200E+00	6.73773300E+00
3.13089300E+01	7.06637200E+00	6.49080200E+00
3.15903000E+01	6.85389900E+00	6.22667100E+00
3.18716700E+01	6.63157900E+00	5.94265200E+00
3.21530300E+01	6.39880200E+00	5.63564700E+00
3.24156400E+01	6.17183500E+00	5.32511000E+00
3.26782500E+01	5.93582800E+00	4.98787500E+00
3.29408600E+01	5.69211000E+00	4.62038900E+00
3.32034700E+01	5.44357300E+00	4.22184600E+00
3.34660800E+01	5.19461100E+00	3.78127300E+00
3.35973900E+01	5.07298300E+00	3.54480500E+00
3.37286900E+01	4.95562500E+00	3.29686600E+00
3.38600000E+01	4.84507900E+00	3.03697600E+00
3.39913000E+01	4.74484000E+00	2.76489700E+00
3.41226000E+01	4.65964400E+00	2.48060400E+00
3.42539000E+01	4.59601300E+00	2.18453600E+00
3.44414800E+01	4.56116800E+00	1.74363500E+00
3.45352700E+01	4.57914300E+00	1.51727500E+00
3.46290600E+01	4.62973800E+00	1.28904700E+00
3.47228500E+01	4.72159200E+00	1.06132600E+00
3.48166400E+01	4.86426400E+00	8.37190800E-01
3.49104300E+01	5.07331000E+00	6.21524400E-01
3.50042200E+01	5.37354900E+00	4.21869500E-01
3.50628400E+01	5.62000600E+00	3.09688900E-01
3.50921500E+01	5.76346100E+00	2.58482700E-01
3.51214600E+01	5.92209900E+00	2.11193000E-01
3.51507700E+01	6.09736400E+00	1.68391200E-01
3.51800800E+01	6.29085600E+00	1.30720400E-01
3.51947400E+01	6.39502400E+00	1.14027100E-01
3.52093900E+01	6.50436000E+00	9.89069800E-02
3.52240400E+01	6.61918900E+00	8.54537800E-02
3.52386900E+01	6.73978100E+00	7.37800800E-02
3.52539400E+01	6.87174200E+00	6.36477900E-02
3.52691800E+01	7.01050600E+00	5.57224900E-02
3.52768000E+01	7.08258400E+00	5.26324000E-02
3.52844200E+01	7.15652200E+00	5.01507900E-02
3.52920400E+01	7.23236800E+00	4.82985400E-02
3.52996600E+01	7.31017300E+00	4.70973100E-02
3.53096300E+01	7.41501700E+00	4.65461000E-02
3.53195900E+01	7.52331500E+00	4.71986300E-02
3.53266200E+01	7.60196300E+00	4.84125600E-02
3.53330700E+01	7.67577400E+00	5.00940800E-02
3.53395200E+01	7.75120300E+00	5.23352200E-02
3.53471400E+01	7.84245100E+00	5.57261900E-02
3.53547600E+01	7.93607300E+00	5.99486400E-02
3.53623800E+01	8.03213300E+00	6.50312200E-02
3.53700000E+01	8.13069900E+00	7.10036200E-02
3.53793800E+01	8.25557500E+00	7.96229400E-02
3.53887600E+01	8.38448800E+00	8.96969000E-02
3.53981400E+01	8.51757700E+00	1.01287900E-01
3.54075200E+01	8.65498800E+00	1.14460800E-01
3.54169000E+01	8.79687100E+00	1.29283700E-01
3.54262800E+01	8.94338400E+00	1.45827600E-01
3.54356600E+01	9.09469100E+00	1.64166800E-01
3.54450300E+01	9.25079400E+00	1.84356100E-01
3.54550000E+01	9.42253200E+00	2.07981300E-01
3.54649600E+01	9.60012100E+00	2.33888800E-01
3.54848900E+01	9.97449700E+00	2.93083700E-01
3.55048200E+01	1.03759200E+01	3.62862900E-01
3.55247500E+01	1.08065800E+01	4.44245000E-01
3.55446800E+01	1.12688800E+01	5.38356500E-01
3.55646100E+01	1.17654700E+01	6.46446300E-01
3.55845400E+01	1.22992700E+01	7.69900000E-01
3.56044700E+01	1.28735000E+01	9.10258400E-01
3.56302700E+01	1.36827800E+01	1.11988300E+00
3.56560600E+01	1.45741900E+01	1.36485000E+00
3.56818500E+01	1.55580000E+01	1.65010300E+00
3.57076400E+01	1.66456800E+01	1.98128500E+00
3.57334400E+01	1.78509500E+01	2.36511900E+00
3.57592300E+01	1.91882000E+01	2.80896500E+00
3.57850200E+01	2.06756900E+01	3.32194000E+00
3.58108100E+01	2.23342500E+01	3.91460900E+00
3.58366100E+01	2.41891000E+01	4.59975400E+00
3.58624000E+01	2.62676800E+01	5.39171000E+00
3.58881900E+01	2.86049300E+01	6.30848300E+00
3.59139800E+01	3.12417900E+01	7.37143600E+00
3.59397700E+01	3.42274700E+01	8.60642200E+00
3.59655600E+01	3.76215600E+01	1.00449600E+01
3.59913500E+01	4.14967800E+01	1.17257800E+01
3.60171400E+01	4.59427100E+01	1.36968800E+01
3.60429400E+01	5.10728100E+01	1.60192900E+01
3.60687300E+01	5.70231300E+01	1.87672200E+01
3.60945200E+01	6.39736100E+01	2.20388200E+01
3.61203100E+01	7.21541700E+01	2.59605200E+01
3.61461100E+01	8.18706700E+01	3.07013400E+01
3.61719000E+01	9.35199800E+01	3.64829400E+01
3.61976900E+01	1.07661500E+02	4.36189400E+01
3.62105900E+01	1.15904300E+02	4.78286600E+01
3.62234800E+01	1.25084400E+02	5.25553100E+01
3.62357900E+01	1.34878000E+02	5.76378100E+01
3.62481000E+01	1.45848200E+02	6.33754000E+01
3.62604100E+01	1.58209500E+02	6.98913600E+01
3.62727200E+01	1.72232900E+02	7.73423100E+01
3.62850300E+01	1.88265600E+02	8.59295600E+01
3.62973400E+01	2.06756300E+02	9.59144600E+01
3.63096500E+01	2.28289800E+02	1.07639000E+02
3.63219600E+01	2.53632700E+02	1.21553100E+02
3.63342700E+01	2.83791200E+02	1.38249500E+02
3.63465800E+01	3.20085300E+02	1.58508100E+02
3.63588900E+01	3.64237700E+02	1.83349900E+02
3.63712000E+01	4.18478500E+02	2.14100500E+02
3.63835100E+01	4.85662200E+02	2.52461200E+02
3.63958200E+01	5.69389000E+02	3.00582800E+02
3.64019800E+01	6.18856000E+02	3.29141200E+02
3.64081300E+01	6.74118800E+02	3.61136400E+02
3.64142900E+01	7.36064600E+02	3.97097500E+02
3.64204400E+01	8.05260200E+02	4.37369400E+02
3.64268900E+01	8.86628100E+02	4.84842100E+02
3.64333400E+01	9.78014300E+02	5.38286000E+02
3.64397900E+01	1.08051400E+03	5.98362500E+02
3.64462300E+01	1.19509600E+03	6.65660700E+02
3.64526800E+01	1.32332200E+03	7.41119800E+02
3.64591300E+01	1.46626700E+03	8.25397000E+02
3.64655800E+01	1.62519800E+03	9.19262000E+02
3.64720200E+01	1.80109300E+03	1.02331700E+03
3.64784700E+01	1.99573900E+03	1.13864200E+03
3.64849200E+01	2.21006400E+03	1.26581600E+03
3.64978100E+01	2.70164200E+03	1.55811700E+03
3.65107100E+01	3.28378000E+03	1.90516000E+03
3.65236000E+01	3.95963100E+03	2.30904300E+03
3.65329800E+01	4.51062200E+03	2.63896400E+03
3.65423600E+01	5.10943500E+03	2.99810900E+03
3.65611200E+01	6.43364900E+03	3.79430100E+03
3.65986300E+01	9.35972300E+03	5.56308000E+03
3.66244300E+01	1.12530900E+04	6.71653500E+03
3.66373300E+01	1.20484400E+04	7.20478700E+03
3.66502200E+01	1.26917300E+04	7.60300000E+03
3.66665100E+01	1.32398800E+04	7.94850400E+03
3.66828000E+01	1.34526700E+04	8.09326900E+03
3.66930200E+01	1.34063800E+04	8.07603400E+03
3.67032400E+01	1.32229200E+04	7.97608800E+03
3.67236700E+01	1.24749500E+04	7.54550600E+03
3.67461900E+01	1.11684600E+04	6.77724900E+03
3.67687100E+01	9.54171100E+03	5.81130200E+03
3.68040900E+01	6.83073000E+03	4.18971400E+03
3.68217800E+01	5.58061900E+03	3.43810400E+03
3.68394700E+01	4.47286900E+03	2.77005500E+03
3.68483200E+01	3.98055500E+03	2.47247600E+03
3.68571700E+01	3.53127800E+03	2.20049500E+03
3.68660200E+01	3.12491600E+03	1.95410900E+03
3.68748600E+01	2.76079600E+03	1.73297600E+03
3.68837100E+01	2.43627900E+03	1.53556200E+03
3.68925500E+01	2.14972400E+03	1.36093300E+03
3.69014000E+01	1.89771200E+03	1.20706700E+03
3.69102400E+01	1.67781200E+03	1.07254200E+03
3.69190900E+01	1.48642400E+03	9.55211600E+02
3.69279300E+01	1.32089200E+03	8.53504500E+02
3.69367800E+01	1.17785000E+03	7.65405300E+02
3.69456200E+01	1.05479900E+03	6.89424600E+02
3.69544700E+01	9.48842500E+02	6.23822100E+02
3.69633100E+01	8.57843200E+02	5.67318300E+02
3.69721600E+01	7.79463000E+02	5.18502800E+02
3.69810000E+01	7.11998100E+02	4.76352300E+02
3.69886400E+01	6.61140200E+02	4.44479900E+02
3.69962800E+01	6.16212100E+02	4.16241600E+02
3.70115600E+01	5.41020300E+02	3.68774400E+02
3.70268400E+01	4.81167800E+02	3.30762400E+02
3.70421200E+01	4.32759100E+02	2.99834600E+02
3.70574000E+01	3.92947600E+02	2.74253000E+02
3.70726800E+01	3.59670300E+02	2.52753500E+02
3.70879600E+01	3.31434300E+02	2.34418400E+02
3.71032300E+01	3.07169800E+02	2.18587500E+02
3.71185100E+01	2.86049100E+02	2.04747200E+02
3.71337900E+01	2.67496900E+02	1.92540000E+02
3.71643400E+01	2.36415200E+02	1.71973300E+02
3.71949000E+01	2.11387800E+02	1.55295500E+02
3.72254500E+01	1.90839600E+02	1.41512500E+02
3.72511900E+01	1.76200300E+02	1.31636300E+02
3.72769200E+01	1.63516000E+02	1.23036300E+02
3.73026500E+01	1.52431400E+02	1.15484700E+02
3.73283800E+01	1.42674900E+02	1.08806700E+02
3.73541200E+01	1.34028300E+02	1.02861700E+02
3.73798500E+01	1.26326000E+02	9.75427700E+01
3.74313100E+01	1.13209600E+02	8.84287200E+01
3.74827800E+01	1.02477800E+02	8.09115900E+01
3.75342400E+01	9.35601600E+01	7.46175800E+01
3.75857000E+01	8.60519100E+01	6.92797800E+01
3.76371600E+01	7.96606900E+01	6.47044500E+01
3.77015000E+01	7.29120100E+01	5.98371900E+01
3.77658300E+01	6.72520100E+01	5.57226100E+01
3.78301600E+01	6.24472400E+01	5.22033200E+01
3.78944900E+01	5.83255500E+01	4.91626000E+01
3.79588200E+01	5.47573000E+01	4.65120700E+01
3.80231500E+01	5.16439400E+01	4.41842000E+01
3.80874800E+01	4.89096900E+01	4.21268400E+01
3.81518100E+01	4.64929800E+01	4.02973300E+01
3.82225800E+01	4.41376200E+01	3.85034800E+01
3.82933400E+01	4.20453500E+01	3.69005200E+01
3.83641100E+01	4.01756200E+01	3.54599100E+01
3.84348700E+01	3.84986200E+01	3.41606400E+01
3.85764000E+01	3.56207100E+01	3.19135300E+01
3.87179200E+01	3.32455800E+01	3.00405300E+01
3.88594500E+01	3.12553500E+01	2.84565800E+01
3.90009700E+01	2.95660900E+01	2.71006200E+01
3.91425000E+01	2.81157800E+01	2.59271700E+01
3.92840200E+01	2.68583700E+01	2.49021900E+01
3.94062500E+01	2.59003700E+01	2.41161400E+01
3.95284800E+01	2.50441400E+01	2.34095100E+01
3.97729300E+01	2.35787200E+01	2.21903800E+01
4.00173900E+01	2.23578400E+01	2.11651100E+01
4.02618400E+01	2.13326400E+01	2.02964100E+01
4.05063000E+01	2.04598500E+01	1.95507600E+01
4.07507500E+01	1.97079000E+01	1.89034900E+01
4.09952100E+01	1.90532400E+01	1.83360300E+01
4.12396600E+01	1.84781500E+01	1.78343200E+01
4.14455200E+01	1.80453500E+01	1.74546500E+01
4.16513700E+01	1.76551700E+01	1.71106200E+01
4.20116200E+01	1.70512400E+01	1.65749200E+01
4.23718700E+01	1.65280700E+01	1.61075700E+01
4.27321200E+01	1.60719800E+01	1.56970400E+01
4.29122500E+01	1.58618700E+01	1.55063400E+01
4.30023100E+01	1.57652300E+01	1.54159400E+01
4.30473400E+01	1.57225000E+01	1.53718600E+01
4.30923700E+01	1.56889400E+01	1.53284300E+01
4.31181100E+01	1.56764500E+01	1.53038900E+01
4.31438400E+01	1.56701900E+01	1.52795700E+01
4.31824400E+01	1.56725400E+01	1.52434900E+01
4.32210300E+01	1.56835700E+01	1.52078800E+01
4.32548100E+01	1.56900500E+01	1.51770900E+01
4.32885800E+01	1.56821000E+01	1.51466400E+01
4.33080700E+01	1.56675600E+01	1.51292100E+01
4.33094700E+01	1.56662000E+01	1.51279600E+01
4.33145400E+01	1.56609400E+01	1.51234500E+01
4.33196100E+01	1.56551200E+01	1.51189400E+01
4.33297400E+01	1.56418800E+01	1.51099600E+01
4.33540700E+01	1.56019500E+01	1.50884900E+01
4.33784000E+01	1.55530000E+01	1.50671900E+01
4.34072400E+01	1.54887600E+01	1.50421500E+01
4.34432900E+01	1.54087500E+01	1.50111700E+01
4.34793300E+01	1.53377300E+01	1.49805600E+01
4.35153700E+01	1.52790700E+01	1.49503000E+01
4.35514100E+01	1.52313700E+01	1.49203800E+01
4.35910600E+01	1.51875000E+01	1.48878300E+01
4.36307100E+01	1.51486800E+01	1.48556400E+01
4.37100100E+01	1.50771500E+01	1.47923000E+01
4.38686000E+01	1.49435000E+01	1.46707200E+01
4.41857900E+01	1.46911300E+01	1.44389600E+01
4.45029800E+01	1.44614700E+01	1.42260300E+01
4.46615700E+01	1.43515800E+01	1.41234200E+01
4.47408700E+01	1.42990100E+01	1.40734800E+01
4.48201600E+01	1.42505100E+01	1.40248700E+01
4.48490000E+01	1.42353900E+01	1.40074800E+01
4.48778300E+01	1.42234500E+01	1.39902400E+01
4.49066700E+01	1.42171500E+01	1.39731200E+01
4.49210900E+01	1.42172600E+01	1.39646100E+01
4.49355000E+01	1.42203100E+01	1.39561300E+01
