E	sigma_t	sigma_s
5.65102900E+03	1.03369400E+02	9.91773400E+01
5.65130300E+03	1.19398100E+02	1.14827500E+02
5.65135200E+03	1.21870500E+02	1.17252000E+02
5.65150700E+03	1.28685100E+02	1.23960100E+02
5.65162400E+03	1.32696400E+02	1.27939100E+02
5.65165500E+03	1.33582600E+02	1.28823900E+02
5.65167500E+03	1.34113800E+02	1.29355700E+02
5.65167700E+03	1.34165100E+02	1.29407200E+02
5.65168000E+03	1.34241600E+02	1.29483800E+02
5.65168200E+03	1.34292100E+02	1.29534500E+02
5.65168700E+03	1.34417100E+02	1.29660000E+02
5.65169200E+03	1.34540000E+02	1.29783500E+02
5.65170200E+03	1.34779800E+02	1.30024600E+02
5.65172100E+03	1.35213000E+02	1.30461100E+02
5.65178400E+03	1.36437100E+02	1.31704400E+02
5.65184700E+03	1.37331200E+02	1.32629900E+02
5.65197200E+03	1.38121300E+02	1.33517200E+02
5.65221600E+03	1.35986700E+02	1.31694500E+02
5.65246000E+03	1.29494100E+02	1.25642700E+02
5.65264300E+03	1.22350600E+02	1.18885700E+02
5.65282600E+03	1.13831800E+02	1.10777000E+02
5.65319100E+03	9.48786600E+01	9.26336600E+01
5.65335900E+03	8.61250400E+01	8.42213700E+01
5.65352700E+03	7.77684100E+01	7.61747000E+01
5.65369500E+03	7.00134000E+01	6.86939300E+01
5.65386200E+03	6.30299100E+01	6.19460900E+01
5.65403000E+03	5.67975500E+01	5.59143200E+01
5.65411400E+03	5.39839100E+01	5.31879400E+01
5.65419700E+03	5.13984500E+01	5.06806900E+01
5.65428100E+03	4.89734700E+01	4.83272200E+01
5.65436500E+03	4.67340400E+01	4.61521000E+01
5.65444900E+03	4.46715400E+01	4.41472200E+01
5.65453200E+03	4.27979400E+01	4.23245400E+01
5.65461200E+03	4.11373700E+01	4.07078200E+01
5.65469200E+03	3.96100700E+01	3.92197100E+01
5.65477200E+03	3.82067200E+01	3.78513200E+01
5.65485200E+03	3.69180300E+01	3.65937800E+01
5.65493200E+03	3.57349400E+01	3.54383800E+01
5.65501200E+03	3.46486600E+01	3.43767200E+01
5.65517200E+03	3.27335800E+01	3.25029200E+01
5.65533200E+03	3.11115900E+01	3.09135400E+01
5.65549200E+03	2.97298000E+01	2.95575600E+01
5.65565200E+03	2.85437200E+01	2.83920300E+01
5.65581100E+03	2.75227400E+01	2.73873900E+01
5.65597100E+03	2.66245700E+01	2.65024200E+01
5.65613100E+03	2.58324400E+01	2.57208600E+01
5.65629100E+03	2.51276500E+01	2.50244300E+01
5.65645100E+03	2.44955300E+01	2.43986600E+01
5.65661100E+03	2.39245600E+01	2.38321100E+01
5.65677100E+03	2.34057400E+01	2.33157300E+01
5.65693100E+03	2.29320100E+01	2.28422700E+01
5.65709000E+03	2.25004400E+01	2.24085300E+01
5.65719700E+03	2.22298100E+01	2.21349000E+01
5.65730400E+03	2.19738300E+01	2.18745300E+01
5.65741100E+03	2.17315600E+01	2.16263700E+01
5.65751700E+03	2.15042800E+01	2.13916500E+01
5.65762400E+03	2.12869900E+01	2.11651100E+01
5.65773000E+03	2.10830900E+01	2.09502500E+01
5.65783700E+03	2.08881400E+01	2.07423500E+01
5.65794300E+03	2.07052200E+01	2.05447000E+01
5.65805000E+03	2.05303000E+01	2.03530200E+01
5.65815700E+03	2.03645700E+01	2.01687100E+01
5.65837000E+03	2.00596200E+01	1.98219600E+01
5.65879600E+03	1.95306500E+01	1.91982000E+01
5.65911600E+03	1.91805300E+01	1.87806900E+01
5.65927600E+03	1.90131500E+01	1.85857900E+01
5.65943600E+03	1.88476200E+01	1.83991100E+01
5.65949700E+03	1.87845600E+01	1.83299600E+01
5.65964200E+03	1.86340500E+01	1.81697900E+01
5.65971000E+03	1.85629500E+01	1.80966200E+01
5.65974600E+03	1.85251400E+01	1.80583600E+01
5.65976900E+03	1.85009100E+01	1.80341000E+01
5.65978200E+03	1.84872000E+01	1.80204400E+01
5.65978300E+03	1.84861400E+01	1.80193900E+01
5.65978600E+03	1.84829700E+01	1.80162400E+01
5.65978800E+03	1.84808600E+01	1.80141500E+01
5.65979200E+03	1.84766300E+01	1.80099600E+01
5.65980100E+03	1.84671200E+01	1.80005500E+01
5.65980700E+03	1.84607700E+01	1.79942900E+01
5.65980800E+03	1.84597100E+01	1.79932500E+01
5.65981000E+03	1.84575900E+01	1.79911600E+01
5.65981100E+03	1.84565300E+01	1.79901200E+01
5.65981400E+03	1.84533600E+01	1.79870000E+01
5.65981600E+03	1.84512400E+01	1.79849100E+01
5.65982200E+03	1.84448800E+01	1.79786700E+01
5.65984000E+03	1.84257800E+01	1.79600100E+01
5.65985700E+03	1.84077100E+01	1.79424500E+01
5.65992000E+03	1.83404600E+01	1.78779800E+01
5.66000000E+03	1.82544300E+01	1.77974500E+01
5.66002300E+03	1.82295700E+01	1.77745700E+01
5.66010400E+03	1.81415700E+01	1.76949000E+01
5.66018400E+03	1.80540500E+01	1.76176000E+01
5.66034500E+03	1.78765600E+01	1.74660500E+01
5.66059800E+03	1.75965200E+01	1.72380600E+01
5.66085000E+03	1.73213600E+01	1.70224300E+01
5.66110200E+03	1.70558700E+01	1.68173600E+01
5.66135400E+03	1.68048900E+01	1.66220600E+01
5.66148100E+03	1.66849300E+01	1.65271100E+01
5.66160700E+03	1.65705400E+01	1.64350700E+01
5.66173300E+03	1.64608200E+01	1.63451200E+01
5.66185900E+03	1.63557500E+01	1.62571500E+01
5.66198500E+03	1.62552100E+01	1.61710800E+01
5.66211100E+03	1.61590600E+01	1.60868400E+01
5.66223700E+03	1.60671000E+01	1.60043300E+01
5.66236300E+03	1.59791400E+01	1.59234800E+01
5.66245500E+03	1.59173400E+01	1.58654600E+01
5.66254700E+03	1.58575200E+01	1.58082500E+01
5.66263900E+03	1.57996300E+01	1.57518400E+01
5.66273100E+03	1.57436400E+01	1.56961900E+01
5.66282300E+03	1.56895400E+01	1.56412900E+01
5.66291500E+03	1.56373100E+01	1.55871200E+01
5.66300700E+03	1.55869600E+01	1.55336500E+01
5.66309800E+03	1.55390500E+01	1.54814300E+01
5.66319000E+03	1.54925500E+01	1.54293000E+01
5.66328200E+03	1.54480400E+01	1.53778100E+01
5.66337400E+03	1.54055600E+01	1.53269600E+01
5.66346500E+03	1.53656000E+01	1.52772600E+01
5.66355700E+03	1.53273000E+01	1.52276200E+01
5.66364900E+03	1.52911600E+01	1.51785500E+01
5.66374100E+03	1.52571700E+01	1.51300500E+01
5.66383200E+03	1.52256700E+01	1.50826200E+01
5.66399300E+03	1.51749700E+01	1.49999600E+01
5.66415400E+03	1.51302400E+01	1.49188300E+01
5.66431500E+03	1.50906500E+01	1.48391100E+01
5.66447500E+03	1.50551400E+01	1.47611400E+01
5.66479600E+03	1.49885400E+01	1.46079300E+01
5.66495700E+03	1.49532900E+01	1.45323700E+01
5.66511700E+03	1.49140500E+01	1.44579100E+01
5.66520900E+03	1.48887500E+01	1.44153100E+01
5.66543800E+03	1.48144400E+01	1.43097500E+01
5.66555900E+03	1.47675400E+01	1.42541300E+01
5.66561700E+03	1.47430200E+01	1.42275000E+01
5.66565100E+03	1.47280200E+01	1.42118900E+01
5.66566900E+03	1.47198800E+01	1.42036200E+01
5.66567900E+03	1.47153100E+01	1.41990300E+01
5.66568000E+03	1.47148500E+01	1.41985700E+01
5.66568300E+03	1.47134700E+01	1.41971900E+01
5.66568500E+03	1.47125400E+01	1.41962800E+01
5.66568900E+03	1.47106900E+01	1.41944400E+01
5.66569800E+03	1.47065000E+01	1.41903100E+01
5.66571800E+03	1.46970700E+01	1.41811300E+01
5.66575300E+03	1.46801800E+01	1.41650600E+01
5.66581300E+03	1.46500700E+01	1.41375100E+01
5.66593400E+03	1.45849900E+01	1.40819300E+01
5.66603800E+03	1.45246200E+01	1.40341200E+01
5.66628000E+03	1.43702300E+01	1.39227000E+01
5.66652200E+03	1.42011700E+01	1.38110100E+01
5.66686800E+03	1.39478000E+01	1.36508400E+01
5.66704100E+03	1.38213400E+01	1.35705300E+01
5.66721400E+03	1.36976200E+01	1.34900300E+01
5.66738700E+03	1.35779500E+01	1.34092800E+01
5.66756000E+03	1.34630400E+01	1.33281700E+01
5.66764700E+03	1.34071300E+01	1.32872100E+01
5.66773300E+03	1.33530800E+01	1.32465800E+01
5.66781900E+03	1.33002000E+01	1.32057900E+01
5.66790500E+03	1.32484100E+01	1.31648200E+01
5.66802200E+03	1.31795800E+01	1.31087500E+01
5.66813900E+03	1.31123700E+01	1.30522400E+01
5.66825600E+03	1.30465400E+01	1.29952200E+01
5.66837200E+03	1.29823200E+01	1.29381000E+01
5.66848900E+03	1.29183200E+01	1.28798300E+01
5.66860600E+03	1.28548100E+01	1.28208100E+01
5.66872300E+03	1.27914900E+01	1.27609400E+01
5.66883900E+03	1.27286500E+01	1.27006600E+01
5.66895600E+03	1.26649400E+01	1.26388300E+01
5.66907300E+03	1.26006600E+01	1.25758400E+01
5.66919000E+03	1.25355800E+01	1.25115800E+01
5.66930600E+03	1.24700800E+01	1.24464900E+01
5.66942300E+03	1.24028000E+01	1.23793200E+01
5.66954000E+03	1.23341300E+01	1.23104700E+01
5.66977300E+03	1.21925400E+01	1.21678200E+01
5.66989000E+03	1.21187200E+01	1.20931000E+01
5.67000700E+03	1.20429300E+01	1.20161600E+01
5.67012400E+03	1.19651300E+01	1.19368700E+01
5.67024000E+03	1.18860100E+01	1.18559000E+01
5.67035700E+03	1.18043400E+01	1.17718600E+01
5.67047400E+03	1.17210700E+01	1.16855600E+01
5.67059100E+03	1.16366800E+01	1.15972800E+01
5.67070700E+03	1.15526400E+01	1.15082800E+01
5.67082400E+03	1.14686200E+01	1.14177900E+01
5.67094100E+03	1.13869300E+01	1.13276900E+01
5.67100000E+03	1.13472800E+01	1.12829000E+01
5.67105800E+03	1.13097300E+01	1.12396100E+01
5.67111600E+03	1.12739900E+01	1.11973400E+01
5.67117400E+03	1.12404700E+01	1.11564100E+01
5.67123300E+03	1.12091600E+01	1.11165500E+01
5.67129100E+03	1.11816700E+01	1.10795400E+01
5.67135000E+03	1.11576800E+01	1.10445900E+01
5.67140800E+03	1.11387000E+01	1.10134500E+01
5.67146700E+03	1.11248500E+01	1.09856400E+01
5.67152500E+03	1.11174400E+01	1.09628000E+01
5.67158300E+03	1.11170800E+01	1.09451400E+01
5.67164100E+03	1.11247800E+01	1.09334700E+01
5.67173200E+03	1.11556500E+01	1.09293200E+01
5.67182300E+03	1.12134900E+01	1.09457700E+01
5.67191400E+03	1.13032800E+01	1.09869500E+01
5.67200500E+03	1.14304500E+01	1.10573700E+01
5.67209600E+03	1.16007700E+01	1.11619200E+01
5.67218700E+03	1.18203300E+01	1.13057500E+01
5.67227800E+03	1.20953500E+01	1.14942200E+01
5.67236800E+03	1.24280400E+01	1.17298700E+01
5.67245900E+03	1.28318500E+01	1.20232600E+01
5.67255000E+03	1.33091700E+01	1.23772300E+01
5.67264100E+03	1.38651800E+01	1.27965200E+01
5.67273100E+03	1.44967200E+01	1.32795200E+01
5.67291300E+03	1.60336100E+01	1.44760400E+01
5.67309400E+03	1.79115200E+01	1.59663100E+01
5.67327600E+03	2.01314100E+01	1.77566200E+01
5.67345700E+03	2.26158300E+01	1.97895800E+01
5.67382000E+03	2.80451000E+01	2.43274100E+01
5.67401000E+03	3.08395100E+01	2.67180300E+01
5.67420000E+03	3.33727400E+01	2.89296100E+01
5.67428300E+03	3.43527600E+01	2.98015500E+01
5.67430000E+03	3.45420300E+01	2.99713900E+01
5.67430200E+03	3.45640300E+01	2.99911600E+01
5.67430900E+03	3.46405700E+01	3.00600100E+01
5.67431500E+03	3.47056100E+01	3.01185900E+01
5.67432800E+03	3.48447000E+01	3.02441000E+01
5.67434100E+03	3.49812800E+01	3.03676600E+01
5.67438600E+03	3.54339600E+01	3.07796900E+01
5.67443400E+03	3.58809600E+01	3.11910700E+01
5.67449400E+03	3.63847500E+01	3.16618100E+01
5.67450300E+03	3.64548600E+01	3.17280800E+01
5.67451100E+03	3.65159600E+01	3.17860100E+01
5.67452000E+03	3.65833100E+01	3.18500700E+01
5.67455500E+03	3.68311300E+01	3.20879100E+01
5.67458900E+03	3.70500100E+01	3.23013800E+01
5.67460700E+03	3.71570200E+01	3.24072400E+01
5.67461000E+03	3.71742500E+01	3.24243900E+01
5.67461700E+03	3.72137900E+01	3.24638700E+01
5.67462300E+03	3.72469200E+01	3.24971000E+01
5.67464200E+03	3.73472400E+01	3.25986100E+01
5.67466000E+03	3.74358000E+01	3.26894900E+01
5.67469600E+03	3.75937800E+01	3.28556800E+01
5.67482400E+03	3.79460700E+01	3.32747000E+01
5.67502000E+03	3.78510300E+01	3.33888100E+01
5.67519400E+03	3.71556000E+01	3.29726600E+01
5.67536800E+03	3.59569000E+01	3.21205300E+01
5.67571600E+03	3.24631800E+01	2.94275300E+01
5.67606300E+03	2.83102300E+01	2.60649100E+01
5.67629500E+03	2.55876000E+01	2.37974600E+01
5.67641100E+03	2.43144400E+01	2.27209900E+01
5.67652600E+03	2.31309800E+01	2.17106900E+01
5.67664200E+03	2.20263300E+01	2.07587200E+01
5.67675800E+03	2.10165300E+01	1.98803600E+01
5.67687400E+03	2.01030700E+01	1.90785900E+01
5.67698900E+03	1.92908400E+01	1.83594900E+01
5.67709400E+03	1.86268400E+01	1.77671300E+01
5.67719800E+03	1.80375600E+01	1.72380000E+01
5.67740600E+03	1.70412200E+01	1.63368100E+01
5.67744100E+03	1.68948500E+01	1.62038900E+01
5.67745200E+03	1.68500000E+01	1.61631400E+01
5.67748800E+03	1.67069400E+01	1.60331300E+01
5.67756800E+03	1.64083700E+01	1.57617400E+01
5.67760900E+03	1.62650200E+01	1.56314900E+01
5.67763200E+03	1.61872900E+01	1.55609000E+01
5.67764900E+03	1.61310300E+01	1.55098300E+01
5.67765000E+03	1.61277500E+01	1.55068600E+01
5.67765100E+03	1.61244700E+01	1.55038900E+01
5.67765400E+03	1.61146700E+01	1.54949900E+01
5.67765600E+03	1.61081500E+01	1.54890800E+01
5.67766000E+03	1.60951500E+01	1.54772800E+01
5.67766900E+03	1.60661000E+01	1.54509300E+01
5.67769200E+03	1.59930800E+01	1.53847300E+01
5.67771100E+03	1.59340400E+01	1.53312500E+01
5.67771400E+03	1.59248300E+01	1.53229100E+01
5.67771800E+03	1.59125800E+01	1.53118200E+01
5.67772100E+03	1.59034300E+01	1.53035300E+01
5.67772700E+03	1.58852000E+01	1.52870400E+01
5.67773400E+03	1.58640800E+01	1.52679300E+01
5.67774700E+03	1.58252500E+01	1.52328100E+01
5.67779200E+03	1.56946100E+01	1.51148600E+01
5.67794700E+03	1.52850600E+01	1.47475700E+01
5.67848900E+03	1.41880100E+01	1.37976300E+01
5.67874800E+03	1.37721500E+01	1.34527600E+01
5.67900600E+03	1.33973100E+01	1.31445400E+01
5.67913500E+03	1.32210200E+01	1.29986900E+01
5.67926400E+03	1.30507400E+01	1.28563800E+01
5.67939300E+03	1.28856400E+01	1.27164400E+01
5.67952200E+03	1.27249100E+01	1.25778700E+01
5.67966400E+03	1.25521900E+01	1.24259500E+01
5.67980600E+03	1.23830300E+01	1.22738100E+01
5.67994800E+03	1.22167300E+01	1.21207800E+01
5.68001900E+03	1.21345000E+01	1.20438000E+01
5.68009000E+03	1.20528500E+01	1.19664900E+01
5.68016100E+03	1.19717900E+01	1.18888800E+01
5.68023200E+03	1.18913800E+01	1.18110000E+01
5.68030300E+03	1.18117200E+01	1.17329500E+01
5.68037400E+03	1.17329700E+01	1.16548800E+01
5.68044500E+03	1.16553500E+01	1.15769700E+01
5.68051600E+03	1.15791600E+01	1.14995000E+01
5.68058700E+03	1.15048100E+01	1.14227800E+01
5.68065800E+03	1.14327900E+01	1.13472600E+01
5.68072900E+03	1.13637200E+01	1.12734500E+01
5.68080000E+03	1.12983500E+01	1.12019700E+01
5.68087100E+03	1.12375600E+01	1.11336000E+01
5.68094200E+03	1.11824300E+01	1.10692300E+01
5.68101300E+03	1.11341900E+01	1.10099200E+01
5.68108400E+03	1.10942900E+01	1.09568800E+01
5.68115500E+03	1.10643500E+01	1.09115200E+01
5.68122600E+03	1.10462600E+01	1.08754500E+01
5.68129700E+03	1.10421100E+01	1.08504600E+01
5.68136800E+03	1.10542500E+01	1.08385800E+01
5.68143900E+03	1.10852600E+01	1.08420500E+01
5.68151000E+03	1.11379800E+01	1.08633400E+01
5.68158100E+03	1.12155000E+01	1.09051200E+01
5.68165200E+03	1.13211200E+01	1.09703200E+01
5.68172300E+03	1.14583700E+01	1.10620100E+01
5.68179300E+03	1.16282700E+01	1.11815600E+01
5.68187100E+03	1.18625900E+01	1.13529100E+01
5.68194800E+03	1.21454300E+01	1.15659600E+01
5.68202600E+03	1.24894500E+01	1.18310100E+01
5.68210300E+03	1.28910400E+01	1.21460000E+01
5.68218100E+03	1.33658200E+01	1.25238500E+01
5.68225800E+03	1.39064600E+01	1.29593500E+01
5.68241300E+03	1.52290700E+01	1.40408400E+01
5.68256800E+03	1.68878500E+01	1.54185800E+01
5.68272300E+03	1.88984500E+01	1.71097200E+01
5.68287800E+03	2.12585100E+01	1.91160600E+01
5.68303200E+03	2.39252400E+01	2.14046100E+01
5.68334200E+03	3.00448000E+01	2.67262200E+01
5.68365200E+03	3.65576400E+01	3.24903800E+01
5.68389100E+03	4.12379400E+01	3.67110800E+01
5.68392700E+03	4.18829400E+01	3.72998700E+01
5.68393600E+03	4.20410700E+01	3.74445500E+01
5.68394800E+03	4.22498900E+01	3.76358300E+01
5.68397500E+03	4.27110200E+01	3.80591100E+01
5.68402700E+03	4.35631100E+01	3.88449000E+01
5.68409800E+03	4.46433000E+01	3.98491500E+01
5.68416800E+03	4.56051600E+01	4.07534000E+01
5.68419400E+03	4.59345300E+01	4.10658700E+01
5.68426500E+03	4.67525300E+01	4.18504700E+01
5.68433300E+03	4.74189800E+01	4.25026500E+01
5.68433500E+03	4.74368000E+01	4.25203100E+01
5.68434100E+03	4.74896000E+01	4.25727400E+01
5.68435500E+03	4.76091700E+01	4.26919700E+01
5.68435800E+03	4.76341300E+01	4.27169400E+01
5.68436500E+03	4.76914300E+01	4.27744400E+01
5.68437200E+03	4.77474400E+01	4.28308200E+01
5.68439500E+03	4.79223400E+01	4.30082500E+01
5.68441700E+03	4.80764000E+01	4.31666000E+01
5.68446200E+03	4.83508100E+01	4.34554700E+01
5.68458100E+03	4.88090400E+01	4.39881200E+01
5.68480800E+03	4.86085100E+01	4.40657900E+01
5.68501400E+03	4.72849100E+01	4.31254200E+01
5.68521900E+03	4.50660800E+01	4.13761600E+01
5.68560800E+03	3.92575700E+01	3.65620300E+01
5.68580200E+03	3.60338900E+01	3.38227300E+01
5.68599600E+03	3.28609200E+01	3.10947600E+01
5.68619100E+03	2.98753500E+01	2.85020000E+01
5.68628800E+03	2.85002600E+01	2.72994100E+01
5.68638500E+03	2.72101000E+01	2.61660300E+01
5.68648300E+03	2.59982100E+01	2.50966700E+01
5.68658000E+03	2.48919700E+01	2.41161700E+01
5.68667700E+03	2.38789000E+01	2.32142100E+01
5.68677400E+03	2.29574200E+01	2.23900100E+01
5.68687200E+03	2.21162300E+01	2.16340200E+01
5.68696900E+03	2.13681000E+01	2.09583200E+01
5.68706600E+03	2.06987400E+01	2.03506000E+01
5.68716300E+03	2.01023000E+01	1.98061000E+01
5.68726100E+03	1.95675100E+01	1.93149500E+01
5.68735800E+03	1.90989600E+01	1.88818800E+01
5.68745500E+03	1.86847200E+01	1.84963400E+01
5.68755200E+03	1.83188700E+01	1.81532500E+01
5.68765000E+03	1.79927000E+01	1.78448200E+01
5.68774700E+03	1.77076800E+01	1.75728200E+01
5.68784400E+03	1.74555400E+01	1.73297700E+01
5.68794100E+03	1.72320500E+01	1.71119500E+01
5.68803900E+03	1.70315200E+01	1.69141100E+01
5.68813600E+03	1.68546700E+01	1.67373100E+01
5.68823300E+03	1.66964400E+01	1.65768500E+01
5.68833000E+03	1.65543100E+01	1.64304900E+01
5.68842800E+03	1.64248200E+01	1.62949700E+01
5.68852500E+03	1.63087300E+01	1.61713800E+01
5.68871900E+03	1.61063200E+01	1.59503000E+01
5.68891400E+03	1.59344000E+01	1.57559500E+01
5.68910800E+03	1.57869300E+01	1.55839600E+01
5.68962600E+03	1.54685600E+01	1.51981100E+01
5.68981000E+03	1.53731800E+01	1.50798300E+01
5.68989100E+03	1.53334200E+01	1.50301900E+01
5.68993900E+03	1.53104600E+01	1.50014100E+01
5.68996400E+03	1.52986700E+01	1.49866100E+01
5.68998200E+03	1.52902600E+01	1.49760300E+01
5.68998300E+03	1.52898000E+01	1.49754400E+01
5.68998500E+03	1.52888700E+01	1.49742700E+01
5.68999000E+03	1.52865400E+01	1.49713400E+01
5.68999500E+03	1.52842200E+01	1.49684200E+01
5.69000500E+03	1.52796000E+01	1.49625900E+01
5.69000600E+03	1.52791400E+01	1.49620100E+01
5.69001000E+03	1.52773000E+01	1.49596900E+01
5.69001200E+03	1.52763800E+01	1.49585200E+01
5.69001500E+03	1.52750000E+01	1.49567800E+01
5.69002400E+03	1.52708700E+01	1.49515700E+01
5.69003200E+03	1.52672200E+01	1.49469500E+01
5.69004800E+03	1.52599400E+01	1.49377400E+01
5.69010900E+03	1.52326500E+01	1.49030700E+01
5.69024000E+03	1.51764100E+01	1.48307600E+01
5.69031000E+03	1.51477000E+01	1.47932600E+01
5.69047700E+03	1.50830700E+01	1.47067000E+01
5.69064300E+03	1.50242900E+01	1.46243900E+01
5.69097500E+03	1.49223200E+01	1.44692800E+01
5.69160500E+03	1.47593500E+01	1.42005200E+01
5.69177200E+03	1.47122600E+01	1.41328600E+01
5.69193800E+03	1.46592900E+01	1.40663900E+01
5.69208700E+03	1.46048300E+01	1.40071200E+01
5.69216100E+03	1.45749700E+01	1.39777400E+01
5.69220500E+03	1.45562700E+01	1.39602800E+01
5.69222800E+03	1.45462100E+01	1.39511500E+01
5.69224600E+03	1.45382000E+01	1.39440000E+01
5.69224700E+03	1.45377500E+01	1.39436100E+01
5.69224800E+03	1.45373100E+01	1.39432100E+01
5.69225100E+03	1.45359600E+01	1.39420200E+01
5.69225300E+03	1.45350500E+01	1.39412300E+01
5.69225700E+03	1.45332500E+01	1.39396400E+01
5.69226500E+03	1.45296100E+01	1.39364600E+01
5.69228700E+03	1.45195000E+01	1.39277200E+01
5.69229000E+03	1.45181000E+01	1.39265300E+01
5.69229200E+03	1.45171700E+01	1.39257400E+01
5.69229500E+03	1.45157700E+01	1.39245400E+01
5.69230600E+03	1.45106100E+01	1.39201700E+01
5.69231700E+03	1.45054000E+01	1.39158000E+01
5.69233900E+03	1.44948400E+01	1.39070500E+01
5.69241800E+03	1.44554100E+01	1.38756000E+01
5.69257500E+03	1.43700400E+01	1.38128100E+01
5.69268000E+03	1.43080000E+01	1.37705200E+01
5.69284800E+03	1.42014000E+01	1.37022100E+01
5.69301600E+03	1.40873800E+01	1.36329100E+01
5.69318400E+03	1.39681300E+01	1.35624600E+01
5.69335200E+03	1.38460800E+01	1.34906600E+01
5.69349900E+03	1.37389000E+01	1.34266700E+01
5.69357300E+03	1.36853400E+01	1.33940200E+01
5.69364600E+03	1.36330400E+01	1.33615500E+01
5.69372000E+03	1.35807500E+01	1.33283800E+01
5.69379300E+03	1.35300700E+01	1.32954200E+01
5.69386700E+03	1.34798300E+01	1.32618100E+01
5.69394000E+03	1.34315900E+01	1.32285100E+01
5.69399600E+03	1.33956000E+01	1.32029100E+01
5.69405100E+03	1.33612300E+01	1.31777700E+01
5.69410600E+03	1.33279300E+01	1.31526700E+01
5.69416100E+03	1.32958200E+01	1.31276500E+01
5.69421600E+03	1.32650300E+01	1.31028000E+01
5.69427100E+03	1.32356800E+01	1.30781700E+01
5.69432600E+03	1.32079400E+01	1.30538600E+01
5.69438100E+03	1.31819600E+01	1.30299600E+01
5.69443700E+03	1.31575200E+01	1.30061500E+01
5.69449200E+03	1.31356900E+01	1.29834200E+01
5.69454700E+03	1.31162400E+01	1.29614800E+01
5.69460200E+03	1.30994100E+01	1.29404700E+01
5.69465700E+03	1.30854700E+01	1.29205800E+01
5.69471200E+03	1.30747200E+01	1.29019900E+01
5.69476700E+03	1.30674500E+01	1.28849200E+01
5.69482200E+03	1.30640100E+01	1.28695900E+01
5.69487800E+03	1.30648300E+01	1.28560200E+01
5.69493300E+03	1.30702500E+01	1.28449700E+01
5.69498800E+03	1.30806700E+01	1.28364600E+01
5.69504300E+03	1.30965200E+01	1.28307900E+01
5.69515300E+03	1.31463200E+01	1.28292900E+01
5.69526300E+03	1.32234700E+01	1.28432100E+01
5.69537400E+03	1.33330900E+01	1.28758900E+01
5.69548400E+03	1.34772400E+01	1.29298300E+01
5.69559400E+03	1.36606500E+01	1.30083200E+01
5.69570400E+03	1.38868300E+01	1.31143600E+01
5.69582000E+03	1.41749200E+01	1.32589900E+01
5.69593500E+03	1.45131000E+01	1.34382100E+01
5.69605100E+03	1.49083200E+01	1.36569900E+01
5.69616600E+03	1.53532100E+01	1.39124700E+01
5.69639700E+03	1.63945800E+01	1.45392400E+01
5.69662800E+03	1.75919600E+01	1.52992900E+01
5.69685900E+03	1.88663400E+01	1.61495800E+01
5.69709000E+03	2.01114600E+01	1.70255000E+01
5.69722700E+03	2.07874000E+01	1.75253200E+01
5.69736300E+03	2.13824500E+01	1.79863000E+01
5.69750000E+03	2.18833300E+01	1.83990200E+01
5.69755000E+03	2.20377500E+01	1.85338200E+01
5.69755800E+03	2.20609500E+01	1.85545200E+01
5.69756900E+03	2.20921700E+01	1.85825900E+01
5.69758200E+03	2.21280100E+01	1.86151600E+01
5.69760500E+03	2.21886400E+01	1.86711300E+01
5.69763400E+03	2.22599100E+01	1.87386600E+01
5.69766600E+03	2.23317500E+01	1.88091100E+01
5.69767400E+03	2.23485800E+01	1.88260400E+01
5.69769900E+03	2.23982200E+01	1.88771700E+01
5.69772300E+03	2.24416300E+01	1.89236700E+01
5.69778000E+03	2.25278800E+01	1.90237100E+01
5.69788700E+03	2.26247300E+01	1.91706300E+01
5.69807700E+03	2.25873500E+01	1.92955200E+01
5.69826700E+03	2.22957500E+01	1.92477100E+01
5.69845700E+03	2.17837900E+01	1.90414900E+01
5.69879600E+03	2.04818000E+01	1.83666400E+01
5.69913400E+03	1.89656400E+01	1.74729400E+01
5.69929300E+03	1.82621700E+01	1.70330500E+01
5.69945100E+03	1.76016600E+01	1.66070300E+01
5.69961000E+03	1.69916400E+01	1.62021400E+01
5.69968900E+03	1.67122000E+01	1.60127400E+01
5.69976800E+03	1.64494900E+01	1.58322100E+01
5.69984800E+03	1.62008800E+01	1.56589700E+01
5.69992700E+03	1.59726700E+01	1.54976800E+01
5.70000600E+03	1.57615100E+01	1.53462600E+01
5.70008500E+03	1.55670200E+01	1.52047000E+01
5.70016500E+03	1.53865300E+01	1.50712500E+01
5.70024400E+03	1.52238700E+01	1.49489700E+01
5.70032300E+03	1.50759300E+01	1.48358000E+01
5.70040200E+03	1.49418500E+01	1.47313000E+01
5.70048700E+03	1.48120700E+01	1.46280100E+01
5.70057200E+03	1.46962000E+01	1.45335800E+01
5.70065700E+03	1.45931100E+01	1.44473300E+01
5.70074100E+03	1.45027300E+01	1.43694900E+01
5.70082600E+03	1.44218400E+01	1.42975500E+01
5.70091000E+03	1.43513900E+01	1.42325700E+01
5.70099500E+03	1.42887700E+01	1.41724000E+01
5.70107900E+03	1.42345900E+01	1.41178900E+01
5.70116400E+03	1.41867900E+01	1.40672200E+01
5.70124800E+03	1.41457700E+01	1.40210900E+01
5.70133300E+03	1.41098800E+01	1.39779700E+01
5.70141700E+03	1.40793700E+01	1.39384600E+01
5.70150200E+03	1.40529600E+01	1.39012800E+01
5.70158600E+03	1.40307600E+01	1.38669800E+01
5.70167100E+03	1.40117600E+01	1.38344600E+01
